,ROUND,TEAM,OPP,#,NAME,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TO,PF,PTS
3,Regular 11,Can-Tho-Catfish,Danang-Dragons,11,"Thanh, Dinh",34,4,12,2,5,2,4,0,4,6,2,0,5,4,12
4,Regular 11,Can-Tho-Catfish,Danang-Dragons,8,"Ngcc, Nguycn",24,3,4,2,3,0,0,0,2,4,0,0,2,3,8
5,Regular 11,Can-Tho-Catfish,Danang-Dragons,52,"Nguyen-Hoang, Tu",11,4,4,1,1,0,0,0,2,2,0,0,4,4,9
6,Regular 11,Can-Tho-Catfish,Danang-Dragons,6,"Nguycn, Hoang",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Regular 11,Can-Tho-Catfish,Danang-Dragons,77,"Huynh-Huu, Thang",4,0,2,0,1,0,0,0,0,0,1,0,0,0,0
8,Regular 11,Can-Tho-Catfish,Danang-Dragons,4,"Thanh, Hucnh",2,1,2,0,0,0,0,0,0,0,0,0,0,0,2
9,Regular 11,Can-Tho-Catfish,Danang-Dragons,12,"Nguyen-Vu-Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 11,Can-Tho-Catfish,Danang-Dragons,13,"Le-Van, Day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 11,Can-Tho-Catfish,Danang-Dragons,14,"Hucnh, Nguycn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 11,Danang-Dragons,Can-Tho-Catfish,0,"Nguyen, Horace",40,11,26,6,14,2,3,0,2,5,1,0,1,3,30
1,Regular 11,Danang-Dragons,Can-Tho-Catfish,25,"Joly, Rudolphe",34,17,28,0,0,2,5,8,7,1,4,2,5,3,36
2,Regular 11,Danang-Dragons,Can-Tho-Catfish,12,"Nguyen, Tuan",34,3,6,1,2,2,2,0,3,7,3,0,2,2,9
3,Regular 11,Danang-Dragons,Can-Tho-Catfish,11,"Trcn-Qucc, T",27,2,2,0,0,0,0,1,4,2,1,1,4,5,4
4,Regular 11,Danang-Dragons,Can-Tho-Catfish,1,"Thinh-Tran, Tien",26,4,12,0,3,3,4,1,6,5,0,0,3,2,11
5,Regular 11,Danang-Dragons,Can-Tho-Catfish,39,"Nguyen-Tuan, Vinh",18,2,5,0,0,0,0,0,4,3,1,1,0,1,4
6,Regular 11,Danang-Dragons,Can-Tho-Catfish,3,"Pham, Nguyen",11,2,3,1,1,0,0,1,3,1,1,0,0,1,5
7,Regular 11,Danang-Dragons,Can-Tho-Catfish,14,"Le, Thang",4,0,1,0,0,0,0,0,1,0,1,0,0,0,0
8,Regular 11,Danang-Dragons,Can-Tho-Catfish,34,"Tim, Waale",2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
9,Regular 11,Danang-Dragons,Can-Tho-Catfish,8,"Nguycn-Ba-Nam, K",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 11,Can-Tho-Catfish,Thang-Long-Warriors,11,"Thanh, Dinh",40,8,14,3,6,0,1,6,4,3,3,0,6,3,19
1,Regular 11,Can-Tho-Catfish,Thang-Long-Warriors,65,"Le-Hieu, Thanh",40,6,10,3,4,0,2,1,0,8,0,0,3,4,15
2,Regular 11,Can-Tho-Catfish,Thang-Long-Warriors,21,"Hamilton, DeAngelo",39,13,23,1,5,7,13,3,18,6,1,6,4,2,34
3,Regular 11,Can-Tho-Catfish,Thang-Long-Warriors,23,"Dinh-Duy, Tan",39,5,11,3,5,1,2,3,6,4,1,0,2,2,14
4,Regular 11,Can-Tho-Catfish,Thang-Long-Warriors,52,"Nguyen-Hoang, Tu",24,4,11,0,1,0,0,2,2,2,1,1,4,2,8
5,Regular 11,Can-Tho-Catfish,Thang-Long-Warriors,8,"Ngcc, Nguycn",12,0,2,0,1,0,0,0,1,2,0,0,2,1,0
6,Regular 11,Can-Tho-Catfish,Thang-Long-Warriors,77,"Huynh-Huu, Thang",3,0,2,0,1,0,0,0,0,0,1,0,0,1,0
7,Regular 11,Can-Tho-Catfish,Thang-Long-Warriors,14,"Hucnh, Nguycn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 11,Can-Tho-Catfish,Thang-Long-Warriors,4,"Thanh, Hucnh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 11,Can-Tho-Catfish,Thang-Long-Warriors,12,"Nguyen-Vu-Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 11,Can-Tho-Catfish,Thang-Long-Warriors,13,"Le-Van, Day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 11,Thang-Long-Warriors,Can-Tho-Catfish,12,"Young, Justin",39,11,18,4,7,3,8,3,3,4,3,1,2,2,29
1,Regular 11,Thang-Long-Warriors,Can-Tho-Catfish,20,"Hill, Jaywuan",39,10,32,2,6,3,3,6,7,4,2,1,0,1,25
2,Regular 11,Thang-Long-Warriors,Can-Tho-Catfish,5,"To, Quang",35,2,11,1,6,3,4,0,3,2,3,0,0,4,8
3,Regular 11,Thang-Long-Warriors,Can-Tho-Catfish,18,"Le, Ryan",34,4,9,3,6,1,2,0,6,7,3,1,5,0,12
4,Regular 11,Thang-Long-Warriors,Can-Tho-Catfish,10,"Nguyen-Van, Hung",25,4,8,0,0,1,1,4,5,2,0,0,1,3,9
5,Regular 11,Thang-Long-Warriors,Can-Tho-Catfish,6,"Truong, Trung",10,0,0,0,0,1,2,0,0,1,1,0,3,4,1
6,Regular 11,Thang-Long-Warriors,Can-Tho-Catfish,9,"Djo, Nam",8,1,4,1,3,0,0,0,0,1,0,0,0,0,3
7,Regular 11,Thang-Long-Warriors,Can-Tho-Catfish,19,"Phan-Minh, Luyen",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,Regular 11,Thang-Long-Warriors,Can-Tho-Catfish,3,"Bui, Ha",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 11,Thang-Long-Warriors,Can-Tho-Catfish,8,"Vu, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 11,Thang-Long-Warriors,Can-Tho-Catfish,21,"Hoang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 11,Hanoi-Buffalos,Saigon-Heat,14,"Carter, Jason",39,5,15,1,3,4,6,6,10,1,8,1,6,5,15
1,Regular 11,Hanoi-Buffalos,Saigon-Heat,4,"Nguyen, Vincent",31,3,7,0,2,3,4,1,5,6,4,0,5,4,9
2,Regular 11,Hanoi-Buffalos,Saigon-Heat,3,"Hoang, Tony",29,7,12,3,7,2,4,1,1,1,0,0,5,1,19
3,Regular 11,Hanoi-Buffalos,Saigon-Heat,90,"Nguyen, Duong",27,1,7,0,3,4,6,1,2,4,4,0,2,1,6
4,Regular 11,Hanoi-Buffalos,Saigon-Heat,7,"Dang-Thai, Hung",25,3,6,0,0,1,3,1,5,0,2,1,1,3,7
5,Regular 11,Hanoi-Buffalos,Saigon-Heat,10,"Nguyen-Phu, Hoang",20,4,8,1,3,3,8,1,2,3,0,0,5,0,12
6,Regular 11,Hanoi-Buffalos,Saigon-Heat,1,"Dinh-Tien, Cong",11,1,3,1,1,1,2,1,2,2,1,0,0,1,4
7,Regular 11,Hanoi-Buffalos,Saigon-Heat,13,"Pham, Tung",8,0,1,0,0,0,0,0,2,1,1,0,1,1,0
8,Regular 11,Hanoi-Buffalos,Saigon-Heat,15,"Do, Huy-Hoang",7,0,1,0,0,0,0,0,1,0,0,0,1,1,0
9,Regular 11,Hanoi-Buffalos,Saigon-Heat,98,"Vu, Duc-Thai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 11,Hanoi-Buffalos,Saigon-Heat,6,"Bach-Cong, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 11,Saigon-Heat,Hanoi-Buffalos,15,"Lewis, Darius",39,6,16,0,0,2,2,6,9,4,3,2,9,3,14
1,Regular 11,Saigon-Heat,Hanoi-Buffalos,14,"Tu-Le, Ngoc",35,4,10,1,4,4,4,0,7,5,3,0,8,4,13
2,Regular 11,Saigon-Heat,Hanoi-Buffalos,7,"Nguyen, Huynh-Hai",32,4,11,0,4,2,2,4,1,1,2,0,2,4,10
3,Regular 11,Saigon-Heat,Hanoi-Buffalos,0,"Lan-Hong, Gia",28,3,12,0,6,0,0,1,1,3,1,0,4,5,6
4,Regular 11,Saigon-Heat,Hanoi-Buffalos,6,"Arnold, David",25,3,10,2,5,1,2,1,5,6,0,1,3,2,9
5,Regular 11,Saigon-Heat,Hanoi-Buffalos,8,"Pham, Pham-Duy",21,4,7,0,0,1,3,0,2,1,3,1,4,5,9
6,Regular 11,Saigon-Heat,Hanoi-Buffalos,35,"Nguyen, Tony",7,1,2,1,2,0,0,0,2,0,0,0,1,4,3
7,Regular 11,Saigon-Heat,Hanoi-Buffalos,9,"Huy, Hoan-Vo",6,0,2,0,2,0,0,0,0,0,1,0,1,0,0
8,Regular 11,Saigon-Heat,Hanoi-Buffalos,24,"Hucnh, Khang",3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9,Regular 11,Saigon-Heat,Hanoi-Buffalos,5,"Vo-Thai, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 12,Danang-Dragons,Hochiminh-City-Wings,1,"Thinh-Tran, Tien",33,8,20,0,5,4,4,1,7,4,4,0,2,4,20
1,Regular 12,Danang-Dragons,Hochiminh-City-Wings,12,"Nguyen, Tuan",33,7,15,0,5,2,2,2,1,4,3,0,3,2,16
2,Regular 12,Danang-Dragons,Hochiminh-City-Wings,0,"Nguyen, Horace",32,5,18,2,10,1,4,2,4,3,0,1,2,0,13
3,Regular 12,Danang-Dragons,Hochiminh-City-Wings,34,"Tim, Waale",20,1,2,0,0,0,0,1,4,1,1,2,2,5,2
4,Regular 12,Danang-Dragons,Hochiminh-City-Wings,11,"Trcn-Qucc, T",18,1,4,0,0,0,0,1,2,1,0,2,0,2,2
5,Regular 12,Danang-Dragons,Hochiminh-City-Wings,3,"Pham, Nguyen",15,1,4,0,2,0,1,1,2,0,0,1,0,2,2
6,Regular 12,Danang-Dragons,Hochiminh-City-Wings,14,"Le, Thang",12,2,3,0,0,0,0,0,1,0,2,0,2,2,4
7,Regular 12,Danang-Dragons,Hochiminh-City-Wings,39,"Nguyen-Tuan, Vinh",10,1,1,0,0,0,3,0,1,0,0,1,3,1,2
8,Regular 12,Danang-Dragons,Hochiminh-City-Wings,77,"Van-My, Vo",8,1,2,0,0,0,0,1,1,0,0,0,0,2,2
9,Regular 12,Danang-Dragons,Hochiminh-City-Wings,8,"Nguycn-Ba-Nam, K",7,0,2,0,0,0,0,0,0,0,0,0,1,2,0
10,Regular 12,Danang-Dragons,Hochiminh-City-Wings,10,"Quoc, Trong-Djao",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 12,Danang-Dragons,Hochiminh-City-Wings,2,"Trcn Qucc, T",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,Regular 12,Hochiminh-City-Wings,Danang-Dragons,2,"Nguyen, Henry",36,6,8,3,4,1,1,0,4,4,1,0,0,2,16
1,Regular 12,Hochiminh-City-Wings,Danang-Dragons,9,"Trieu, Han-Minh",33,2,7,0,5,0,0,4,6,2,1,0,3,0,4
2,Regular 12,Hochiminh-City-Wings,Danang-Dragons,23,"Richardson, Bilal",29,5,14,0,0,7,13,5,7,3,1,1,2,1,17
3,Regular 12,Hochiminh-City-Wings,Danang-Dragons,10,"Chong, Paul",26,2,6,0,3,1,2,0,6,4,0,0,3,3,5
4,Regular 12,Hochiminh-City-Wings,Danang-Dragons,36,"Nguyen-Lam-Anh, Duy",18,7,12,0,0,0,1,2,5,1,0,0,2,2,14
5,Regular 12,Hochiminh-City-Wings,Danang-Dragons,91,"Nguyen, Thanh",15,5,10,0,0,4,6,3,3,0,3,0,3,2,14
6,Regular 12,Hochiminh-City-Wings,Danang-Dragons,25,"Le-Cong, Tuan",12,2,7,0,0,0,0,2,2,2,0,1,2,0,4
7,Regular 12,Hochiminh-City-Wings,Danang-Dragons,14,"Nguyen, Quan",10,2,5,1,3,2,3,3,1,1,0,0,1,0,7
8,Regular 12,Hochiminh-City-Wings,Danang-Dragons,1,"Quoc, Thanh-Nguyen",5,1,3,0,0,0,0,0,0,0,0,0,1,0,2
9,Regular 12,Hochiminh-City-Wings,Danang-Dragons,29,"Vu Doan Minh, P",4,0,0,0,0,1,2,0,1,0,1,0,0,2,1
10,Regular 12,Hochiminh-City-Wings,Danang-Dragons,98,"Ngo, Tuan-Trung",3,0,1,0,0,0,0,2,0,1,1,0,2,0,0
11,Regular 12,Hochiminh-City-Wings,Danang-Dragons,8,"Vo-Van, Thanh",3,0,2,0,1,0,0,0,0,0,0,0,0,1,0
0,Regular 12,Danang-Dragons,Saigon-Heat,25,"Joly, Rudolphe",38,9,23,0,0,3,4,8,7,6,1,3,5,3,21
1,Regular 12,Danang-Dragons,Saigon-Heat,0,"Nguyen, Horace",38,4,13,2,9,0,0,0,4,5,0,0,4,2,10
2,Regular 12,Danang-Dragons,Saigon-Heat,1,"Thinh-Tran, Tien",35,8,12,1,2,10,11,1,7,2,3,0,4,2,27
3,Regular 12,Danang-Dragons,Saigon-Heat,12,"Nguyen, Tuan",34,6,13,1,2,6,9,1,1,2,1,0,3,1,19
4,Regular 12,Danang-Dragons,Saigon-Heat,77,"Van-My, Vo",21,1,2,0,0,1,1,0,5,2,2,0,0,4,3
5,Regular 12,Danang-Dragons,Saigon-Heat,11,"Trcn Qucc, T",18,1,5,0,0,0,2,1,4,0,0,0,0,2,2
6,Regular 12,Danang-Dragons,Saigon-Heat,39,"Nguyen-Tuan, Vinh",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7,Regular 12,Danang-Dragons,Saigon-Heat,34,"Tim, Waale",4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,Regular 12,Danang-Dragons,Saigon-Heat,3,"Pham, Nguyen",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,Regular 12,Danang-Dragons,Saigon-Heat,8,"Nguycn-Ba-Nam, K",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 12,Danang-Dragons,Saigon-Heat,10,"Quoc, Trong-Djao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 12,Danang-Dragons,Saigon-Heat,14,"Le, Thang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 12,Saigon-Heat,Danang-Dragons,15,"Lewis, Darius",40,12,25,0,0,4,8,7,6,0,1,2,2,3,28
1,Regular 12,Saigon-Heat,Danang-Dragons,6,"Arnold, David",34,6,20,1,5,2,4,1,6,8,2,0,3,2,15
2,Regular 12,Saigon-Heat,Danang-Dragons,14,"Tu-Le, Ngoc",32,3,7,0,1,3,4,1,4,5,0,0,2,3,9
3,Regular 12,Saigon-Heat,Danang-Dragons,7,"Nguyen, Huynh-Hai",30,4,7,2,2,1,2,0,3,2,2,0,1,3,11
4,Regular 12,Saigon-Heat,Danang-Dragons,0,"Lan-Hong, Gia",23,2,7,1,4,0,0,0,0,1,0,0,0,3,5
5,Regular 12,Saigon-Heat,Danang-Dragons,35,"Nguyen, Tony",18,0,2,0,2,0,0,2,3,2,1,0,2,2,0
6,Regular 12,Saigon-Heat,Danang-Dragons,8,"Pham, Pham-Duy",17,1,4,0,0,2,2,0,0,0,1,1,1,3,4
7,Regular 12,Saigon-Heat,Danang-Dragons,24,"Hucnh, Khang",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,Regular 12,Saigon-Heat,Danang-Dragons,9,"Huy, Hoan-Vo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 12,Saigon-Heat,Danang-Dragons,5,"Vo-Thai, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 12,Can-Tho-Catfish,Hanoi-Buffalos,23,"Dinh-Duy, Tan",40,9,22,0,6,0,1,3,7,2,0,0,1,1,18
1,Regular 12,Can-Tho-Catfish,Hanoi-Buffalos,21,"Hamilton, DeAngelo",40,6,10,1,2,3,4,5,13,6,2,5,5,4,16
2,Regular 12,Can-Tho-Catfish,Hanoi-Buffalos,65,"Le-Hieu, Thanh",40,5,11,2,5,0,0,1,6,6,2,0,7,3,12
3,Regular 12,Can-Tho-Catfish,Hanoi-Buffalos,11,"Thanh, Dinh",32,5,12,1,4,0,0,3,3,3,4,0,2,2,11
4,Regular 12,Can-Tho-Catfish,Hanoi-Buffalos,52,"Nguyen-Hoang, Tu",24,4,10,1,3,1,5,1,4,1,1,0,1,1,10
5,Regular 12,Can-Tho-Catfish,Hanoi-Buffalos,13,"Le-Van, Day",15,2,5,0,0,0,0,0,1,1,0,0,1,0,4
6,Regular 12,Can-Tho-Catfish,Hanoi-Buffalos,77,"Huynh-Huu, Thang",7,2,4,2,3,0,0,1,1,0,0,0,1,2,6
7,Regular 12,Can-Tho-Catfish,Hanoi-Buffalos,14,"Hucnh, Nguycn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 12,Can-Tho-Catfish,Hanoi-Buffalos,4,"Thanh, Hucnh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 12,Can-Tho-Catfish,Hanoi-Buffalos,7,"Du-Minh, An",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 12,Can-Tho-Catfish,Hanoi-Buffalos,12,"Nguyen-Vu-Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 12,Hanoi-Buffalos,Can-Tho-Catfish,14,"Carter, Jason",40,11,21,2,4,2,5,4,17,0,4,0,4,2,26
1,Regular 12,Hanoi-Buffalos,Can-Tho-Catfish,4,"Nguyen, Vincent",35,2,6,1,2,0,0,0,4,10,2,0,1,1,5
2,Regular 12,Hanoi-Buffalos,Can-Tho-Catfish,7,"Dang-Thai, Hung",26,4,13,0,0,0,0,1,3,2,0,0,2,3,8
3,Regular 12,Hanoi-Buffalos,Can-Tho-Catfish,90,"Nguyen, Duong",22,2,10,0,3,5,6,1,0,1,0,0,1,2,9
4,Regular 12,Hanoi-Buffalos,Can-Tho-Catfish,1,"Dinh-Tien, Cong",22,2,4,1,2,0,0,2,3,0,0,0,0,4,5
5,Regular 12,Hanoi-Buffalos,Can-Tho-Catfish,3,"Nguyen-Thanh, Dat",21,2,3,1,2,0,0,2,1,2,1,0,2,2,5
6,Regular 12,Hanoi-Buffalos,Can-Tho-Catfish,10,"Nguyen-Phu, Hoang",16,3,10,1,2,1,2,1,0,1,1,0,1,0,8
7,Regular 12,Hanoi-Buffalos,Can-Tho-Catfish,13,"Pham, Tung",13,4,6,0,0,0,0,0,0,1,1,0,0,1,8
8,Regular 12,Hanoi-Buffalos,Can-Tho-Catfish,15,"Do, Huy-Hoang",2,0,2,0,0,1,2,0,0,0,0,0,0,0,1
9,Regular 12,Hanoi-Buffalos,Can-Tho-Catfish,98,"Vu, Duc-Thai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 12,Hanoi-Buffalos,Can-Tho-Catfish,6,"Bach-Cong, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 13,Danang-Dragons,Saigon-Heat,25,"Joly, Rudolphe",40,8,15,0,0,5,8,5,4,3,2,1,11,0,21
1,Regular 13,Danang-Dragons,Saigon-Heat,0,"Nguyen, Horace",39,6,16,4,13,2,2,0,5,8,0,0,2,4,18
2,Regular 13,Danang-Dragons,Saigon-Heat,1,"Thinh-Tran, Tien",35,9,20,1,7,12,15,1,7,1,3,0,2,2,31
3,Regular 13,Danang-Dragons,Saigon-Heat,12,"Nguyen, Tuan",34,2,5,1,3,1,2,0,2,5,0,0,1,0,6
4,Regular 13,Danang-Dragons,Saigon-Heat,77,"Van-My, Vo",21,0,2,0,2,0,0,1,3,0,1,0,1,3,0
5,Regular 13,Danang-Dragons,Saigon-Heat,34,"Tim, Waale",12,0,1,0,0,0,0,3,2,1,0,0,1,1,0
6,Regular 13,Danang-Dragons,Saigon-Heat,11,"Trcn-Qucc, T",11,1,1,0,0,0,0,0,0,2,1,0,1,2,2
7,Regular 13,Danang-Dragons,Saigon-Heat,39,"Nguyen-Tuan, Vinh",2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8,Regular 13,Danang-Dragons,Saigon-Heat,3,"Pham, Nguyen",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,Regular 13,Danang-Dragons,Saigon-Heat,14,"Le, Thang",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,Regular 13,Saigon-Heat,Danang-Dragons,15,"Lewis, Darius",40,11,16,0,0,5,7,5,7,3,2,4,1,4,27
1,Regular 13,Saigon-Heat,Danang-Dragons,6,"Arnold, David",36,11,20,2,3,1,1,3,6,13,1,0,2,2,25
2,Regular 13,Saigon-Heat,Danang-Dragons,14,"Tu-Le, Ngoc",35,6,10,2,3,0,0,1,0,7,0,0,3,1,14
3,Regular 13,Saigon-Heat,Danang-Dragons,7,"Nguyen, Huynh-Hai",26,5,11,1,5,3,3,1,4,1,3,0,1,5,14
4,Regular 13,Saigon-Heat,Danang-Dragons,8,"Pham, Pham-Duy",25,3,10,1,3,0,0,2,2,1,0,0,1,2,7
5,Regular 13,Saigon-Heat,Danang-Dragons,35,"Nguyen, Tony",25,1,7,1,6,1,2,0,2,0,4,0,4,5,4
6,Regular 13,Saigon-Heat,Danang-Dragons,24,"Hucnh, Khang",5,1,1,0,0,0,0,1,1,0,1,0,1,1,2
7,Regular 13,Saigon-Heat,Danang-Dragons,9,"Huy, Hoan-Vo",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 13,Saigon-Heat,Danang-Dragons,5,"Vo-Thai, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 13,Saigon-Heat,Danang-Dragons,0,"Lan-Hong, Gia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 13,Hanoi-Buffalos,Thang-Long-Warriors,4,"Nguyen, Vincent",37,6,17,4,9,3,3,0,2,4,3,0,2,2,19
1,Regular 13,Hanoi-Buffalos,Thang-Long-Warriors,14,"Carter, Jason",34,6,19,0,3,3,4,4,10,3,1,1,3,5,15
2,Regular 13,Hanoi-Buffalos,Thang-Long-Warriors,7,"Dang-Thai, Hung",33,1,12,0,0,2,2,6,5,0,0,2,1,2,4
3,Regular 13,Hanoi-Buffalos,Thang-Long-Warriors,3,"Hoang, Tony",24,2,6,1,3,0,0,0,3,1,1,0,3,2,5
4,Regular 13,Hanoi-Buffalos,Thang-Long-Warriors,90,"Nguyen, Duong",22,3,4,1,1,0,0,0,2,3,3,0,2,3,7
5,Regular 13,Hanoi-Buffalos,Thang-Long-Warriors,1,"Dinh-Tien, Cong",21,3,12,1,7,0,1,3,5,1,2,0,0,5,7
6,Regular 13,Hanoi-Buffalos,Thang-Long-Warriors,10,"Nguyen-Phu, Hoang",14,3,14,2,4,3,6,1,0,2,1,0,1,3,11
7,Regular 13,Hanoi-Buffalos,Thang-Long-Warriors,98,"Vu, Duc-Thai",6,0,2,0,0,0,0,0,3,0,0,0,0,1,0
8,Regular 13,Hanoi-Buffalos,Thang-Long-Warriors,13,"Pham, Tung",3,0,0,0,0,1,1,0,1,0,0,0,0,2,1
9,Regular 13,Hanoi-Buffalos,Thang-Long-Warriors,6,"Bach-Cong, Trung",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10,Regular 13,Hanoi-Buffalos,Thang-Long-Warriors,15,"Do, Huy-Hoang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 13,Thang-Long-Warriors,Hanoi-Buffalos,12,"Young, Justin",40,3,12,0,0,1,2,0,8,2,1,3,4,4,7
1,Regular 13,Thang-Long-Warriors,Hanoi-Buffalos,20,"Hill, Jaywuan",38,10,26,1,1,13,17,6,13,3,1,4,8,1,34
2,Regular 13,Thang-Long-Warriors,Hanoi-Buffalos,10,"Nguyen-Van, Hung",33,6,9,0,0,2,2,1,11,0,1,1,2,3,14
3,Regular 13,Thang-Long-Warriors,Hanoi-Buffalos,18,"Le, Ryan",26,1,6,0,1,0,0,0,2,2,0,1,0,5,2
4,Regular 13,Thang-Long-Warriors,Hanoi-Buffalos,5,"To, Quang",21,5,8,1,2,4,6,1,4,1,1,0,2,3,15
5,Regular 13,Thang-Long-Warriors,Hanoi-Buffalos,9,"Djo, Nam",20,1,4,0,1,0,0,1,0,0,1,0,1,0,2
6,Regular 13,Thang-Long-Warriors,Hanoi-Buffalos,6,"Truong, Trung",16,1,1,0,0,3,4,1,3,0,1,0,1,2,5
7,Regular 13,Thang-Long-Warriors,Hanoi-Buffalos,3,"Bui, Ha",2,0,0,0,0,1,2,0,0,1,0,0,0,1,1
8,Regular 13,Thang-Long-Warriors,Hanoi-Buffalos,8,"Vu, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 13,Thang-Long-Warriors,Hanoi-Buffalos,19,"Phan-Minh, Luyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 13,Thang-Long-Warriors,Hanoi-Buffalos,21,"Hoang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,11,"Thanh, Dinh",30,5,11,0,4,1,1,1,5,4,1,0,3,2,11
1,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,65,"Le-Hieu, Thanh",27,4,12,2,7,0,0,1,3,3,2,0,2,0,10
2,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,21,"Hamilton, DeAngelo",27,4,13,0,3,1,2,4,2,3,1,0,4,0,9
3,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,23,"Dinh-Duy, Tan",23,1,9,0,4,0,0,1,1,1,0,0,4,0,2
4,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,4,"Thanh, Hucnh",18,2,6,0,2,0,2,0,0,4,2,0,2,0,4
5,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,13,"Le-Van, Day",16,4,5,1,1,2,3,1,0,2,0,0,0,0,11
6,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,12,"Nguyen-Vu-Binh, Nguyen",16,2,4,0,0,1,2,2,3,1,0,0,1,1,5
7,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,77,"Huynh-Huu, Thang",11,2,6,1,5,0,2,1,0,0,1,0,3,0,5
8,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,52,"Nguyen-Hoang, Tu",11,0,5,0,2,0,0,0,0,2,1,0,1,2,0
9,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,14,"Hucnh, Nguycn",7,2,3,2,3,0,0,0,2,1,0,0,0,0,6
10,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,6,"Nguycn, Hoang",7,2,2,0,0,0,1,0,1,0,0,0,1,0,4
11,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,7,"Du-Minh, An",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Regular 13,Can-Tho-Catfish,Hochiminh-City-Wings,24,"Ticp, N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,2,"Nguyen, Henry",33,7,9,3,5,0,0,0,3,4,1,0,1,3,17
1,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,23,"Richardson, Bilal",32,10,19,0,0,2,4,3,13,2,0,3,7,0,22
