,ROUND,TEAM,OPP,#,NAME,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TO,PF,PTS
8,Regular 2,Hochiminh-City-Wings,Can-Tho-Catfish,20,"Nguyen Minh, Chung",9,1,2,1,2,0,0,0,1,0,1,0,0,0,3
9,Regular 2,Hochiminh-City-Wings,Can-Tho-Catfish,13,"Pham, Tung",4,0,1,0,0,0,0,0,0,0,0,0,1,1,0
10,Regular 2,Hochiminh-City-Wings,Can-Tho-Catfish,2,"Hoang, Tu",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11,Regular 2,Hochiminh-City-Wings,Can-Tho-Catfish,1,"Nguyen-Quoc, Thanh",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,Regular 3,Saigon-Heat,Thang-Long-Warriors,3,"Tavarion, Nix",33,5,17,0,6,2,3,3,7,1,4,0,2,1,12
1,Regular 3,Saigon-Heat,Thang-Long-Warriors,2,"Nguyen, Richard",28,5,7,3,4,1,3,3,5,3,5,0,2,1,14
2,Regular 3,Saigon-Heat,Thang-Long-Warriors,8,"Tran-Dang, Khoa",27,3,18,1,11,4,4,1,3,5,2,0,3,4,11
3,Regular 3,Saigon-Heat,Thang-Long-Warriors,7,"Du Minh, An",23,1,7,0,3,1,2,0,1,0,0,0,0,2,3
4,Regular 3,Saigon-Heat,Thang-Long-Warriors,20,"Kien, Pham-Duc",16,3,6,0,0,0,2,1,5,0,0,0,2,4,6
5,Regular 3,Saigon-Heat,Thang-Long-Warriors,52,"Huynh Vinh, Quang",16,0,1,0,1,0,0,0,2,1,1,0,2,0,0
6,Regular 3,Saigon-Heat,Thang-Long-Warriors,12,"Nguyen Huynh, Vinh",15,0,3,0,0,0,0,1,1,0,0,1,0,0,0
7,Regular 3,Saigon-Heat,Thang-Long-Warriors,30,"Waale, Tim",14,3,5,0,1,0,0,3,1,0,0,0,0,3,6
8,Regular 3,Saigon-Heat,Thang-Long-Warriors,11,"Ban-Vo, Kim",13,4,5,2,3,0,0,2,1,0,1,0,1,0,10
9,Regular 3,Saigon-Heat,Thang-Long-Warriors,98,"Trieu Han, Minh",11,0,2,0,1,2,2,0,3,1,0,0,0,0,2
0,Regular 3,Thang-Long-Warriors,Saigon-Heat,12,"Young, Justin",37,4,8,0,3,2,7,0,8,3,0,0,3,4,10
1,Regular 3,Thang-Long-Warriors,Saigon-Heat,3,"Nguyen Thanh, Dat",37,3,14,2,12,0,0,1,6,1,0,2,5,2,8
2,Regular 3,Thang-Long-Warriors,Saigon-Heat,20,"Hill, Jaywuan",36,5,14,2,2,1,1,3,6,4,1,0,3,1,13
3,Regular 3,Thang-Long-Warriors,Saigon-Heat,83,"Nguyen, Duong",31,1,5,0,1,0,0,0,3,1,1,0,2,4,2
4,Regular 3,Thang-Long-Warriors,Saigon-Heat,6,"Ngo Tuan, Trung",24,5,8,2,5,0,0,1,2,2,1,0,4,2,12
5,Regular 3,Thang-Long-Warriors,Saigon-Heat,21,"Hoang-The, Hien",10,2,4,0,0,0,0,1,2,0,0,0,0,1,4
6,Regular 3,Thang-Long-Warriors,Saigon-Heat,9,"B?ch Cong, Trung",7,1,2,0,1,0,0,0,1,0,1,0,0,1,2
7,Regular 3,Thang-Long-Warriors,Saigon-Heat,1,"Nguyen Xuan, Quoc",7,0,2,0,0,0,0,0,0,0,0,0,1,2,0
8,Regular 3,Thang-Long-Warriors,Saigon-Heat,8,"Nguyen-Xuan, Quoc",6,1,4,1,2,2,2,1,0,0,0,0,0,0,5
9,Regular 3,Thang-Long-Warriors,Saigon-Heat,0,"Hong Gia, Lan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 3,Thang-Long-Warriors,Saigon-Heat,18,"Pham-Thanh, Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 3,Thang-Long-Warriors,Saigon-Heat,24,"Mai-Viet, Anh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Danang-Dragons,Hanoi-Buffalos,0,"Nguyen, Horace",40,4,10,2,7,8,9,0,4,4,0,0,4,1,18
1,Regular 3,Danang-Dragons,Hanoi-Buffalos,44,"January, Anthony",38,10,20,1,2,6,12,6,21,3,2,2,3,3,27
2,Regular 3,Danang-Dragons,Hanoi-Buffalos,68,"Huy-Dai, Dam",29,4,9,2,7,0,0,0,2,1,2,0,2,4,10
3,Regular 3,Danang-Dragons,Hanoi-Buffalos,99,"Nguyen-Van, Hung",27,5,12,0,0,2,4,4,3,1,1,1,3,4,12
4,Regular 3,Danang-Dragons,Hanoi-Buffalos,69,"Bui-Quoc, Tan",19,2,6,1,3,0,0,1,2,1,1,0,0,1,5
5,Regular 3,Danang-Dragons,Hanoi-Buffalos,10,"Nguyen Van, Hung",18,5,10,0,0,0,2,3,2,3,2,0,1,5,10
6,Regular 3,Danang-Dragons,Hanoi-Buffalos,4,"Huynh-Thanh, Tam",16,0,0,0,0,0,0,0,0,6,1,0,2,3,0
7,Regular 3,Danang-Dragons,Hanoi-Buffalos,7,"Ly, Austin",8,0,3,0,1,0,0,1,0,1,0,0,0,1,0
8,Regular 3,Danang-Dragons,Hanoi-Buffalos,77,"Son-Minh, Tam",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,Regular 3,Danang-Dragons,Hanoi-Buffalos,19,"Tran-Dang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Hanoi-Buffalos,Danang-Dragons,5,"McKay, Jameel",38,8,12,0,0,2,10,10,11,1,1,5,2,5,18
1,Regular 3,Hanoi-Buffalos,Danang-Dragons,24,"Nguyen, Stefan",33,3,16,0,3,4,11,3,2,3,3,0,5,4,10
2,Regular 3,Hanoi-Buffalos,Danang-Dragons,2,"Nguyen, Henry",32,0,6,0,6,1,1,1,5,0,3,0,1,2,1
3,Regular 3,Hanoi-Buffalos,Danang-Dragons,1,"Dinh Tien, Cong",31,8,15,3,9,0,0,2,2,2,2,0,3,3,19
4,Regular 3,Hanoi-Buffalos,Danang-Dragons,12,"Tu Le, Ngoc",24,4,10,0,2,4,7,3,4,2,3,0,1,1,12
5,Regular 3,Hanoi-Buffalos,Danang-Dragons,7,"Nguyen Huynh, Hai",10,3,5,2,3,0,0,0,1,0,0,0,1,0,8
6,Regular 3,Hanoi-Buffalos,Danang-Dragons,9,"Do Xuan, Nam",10,0,5,0,2,0,0,0,1,0,0,0,0,2,0
7,Regular 3,Hanoi-Buffalos,Danang-Dragons,14,"Bui Thai, Ha",9,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8,Regular 3,Hanoi-Buffalos,Danang-Dragons,11,"Doan, Tung",5,1,1,0,0,1,1,1,1,0,0,0,2,2,3
9,Regular 3,Hanoi-Buffalos,Danang-Dragons,88,"Nguyen Quang, Anh",2,0,3,0,1,0,0,0,0,1,0,0,0,0,0
10,Regular 3,Hanoi-Buffalos,Danang-Dragons,19,"Ngoc, Tran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 3,Hanoi-Buffalos,Danang-Dragons,15,"Nguyen Van, Vinh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,3,"Nguyen Phu, Hoang",44,2,11,0,6,2,2,1,3,3,4,0,4,4,6
1,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,23,"Dinh-Thanh, Tam",40,13,25,4,11,1,2,3,8,4,1,0,1,2,31
2,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,65,"Le-Hieu, Thanh",31,6,12,1,5,2,4,0,7,5,4,1,5,4,15
3,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,52,"Nguyen Hoang, Tu",24,3,6,1,3,0,0,2,2,0,0,0,0,2,7
4,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,14,"Huynh, Khang",22,2,4,0,0,0,2,1,4,0,0,0,0,4,4
5,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,0,"Nguyen Thinh, Hung",18,1,5,0,1,0,0,0,2,2,2,0,0,2,2
6,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,9,"Nguyen Quang, Huy",17,5,10,0,0,0,1,2,3,0,0,0,3,2,10
7,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,15,"Tang-Minh, Tri",8,0,3,0,2,0,0,0,1,0,0,0,2,0,0
8,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,25,"Nguyen Vu Binh, Nguyen",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,19,"Dinh-Thanh, Sang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,34,"Vigilance, Michael",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,33,"Martin, Wayne",36,9,16,1,3,4,7,6,16,4,1,2,3,2,23
1,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,4,"Nguyen-Quang, Vinh",34,6,11,1,3,4,8,2,3,3,3,0,2,1,17
2,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,3,"Soy, Michael",29,4,14,2,7,4,4,3,3,4,3,0,5,1,14
3,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,13,"Pham, Tung",26,3,9,0,1,0,0,1,6,1,0,2,1,4,6
4,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,15,"Le-Tran-Dang, Huynh",19,5,12,1,5,0,0,0,0,0,4,0,0,2,11
5,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,19,"Nguyen-Le-Quoc, Cuong",16,0,1,0,1,0,0,1,1,1,0,0,1,2,0
6,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,14,"Nguyen-Ky, Quan",14,3,3,1,1,2,2,0,0,0,0,0,1,0,9
7,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,16,"Cao Dac, Luan",8,0,2,0,0,0,4,1,0,0,0,0,1,3,0
8,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,20,"Nguyen Minh, Chung",6,0,2,0,2,0,0,0,0,1,0,0,1,1,0
9,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,2,"Hoang, Tu",4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,1,"Nguyen-Quoc, Thanh",1,0,2,0,1,0,0,0,1,0,0,0,1,1,0
11,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,12,"Nguyen-Quoc, Thai",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,Regular 4,Can-Tho-Catfish,Saigon-Heat,23,"Dinh-Thanh, Tam",40,9,19,0,2,4,4,2,7,6,1,0,3,2,22
1,Regular 4,Can-Tho-Catfish,Saigon-Heat,1,"Hamilton, DeAngelo",36,10,19,1,3,3,7,3,7,3,1,1,4,1,24
2,Regular 4,Can-Tho-Catfish,Saigon-Heat,3,"Nguyen-Phu, Hoang",35,4,13,1,3,0,0,1,4,3,2,1,2,2,9
3,Regular 4,Can-Tho-Catfish,Saigon-Heat,52,"Nguyen-Hoang, Tu",30,10,14,2,4,0,1,1,5,0,1,0,2,3,22
4,Regular 4,Can-Tho-Catfish,Saigon-Heat,15,"Tang-Minh, Tri",23,1,4,1,4,0,0,1,1,1,1,1,1,0,3
5,Regular 4,Can-Tho-Catfish,Saigon-Heat,65,"Le-Hieu, Thanh",16,0,2,0,2,0,0,0,4,3,1,0,1,3,0
6,Regular 4,Can-Tho-Catfish,Saigon-Heat,0,"Nguyen-Thinh, Hung",13,1,2,1,2,0,0,0,2,1,2,0,4,1,3
7,Regular 4,Can-Tho-Catfish,Saigon-Heat,14,"Huynh, Khang",3,0,1,0,0,1,2,0,2,0,0,0,0,0,1
8,Regular 4,Can-Tho-Catfish,Saigon-Heat,25,"Nguyen-Vu-Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 4,Can-Tho-Catfish,Saigon-Heat,19,"Dinh-Thanh, Sang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 4,Can-Tho-Catfish,Saigon-Heat,9,"Nguyen-Quang, Huy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Saigon-Heat,Can-Tho-Catfish,3,"Tavarion, Nix",39,10,15,2,2,3,4,5,8,2,0,0,2,4,25
1,Regular 4,Saigon-Heat,Can-Tho-Catfish,11,"Ban-Vo, Kim",27,5,17,2,8,2,3,1,4,1,1,0,3,1,14
2,Regular 4,Saigon-Heat,Can-Tho-Catfish,2,"Nguyen, Richard",26,6,11,2,3,1,2,1,4,3,4,0,5,1,15
3,Regular 4,Saigon-Heat,Can-Tho-Catfish,12,"Nguyen-Huynh, Vinh",22,5,7,0,0,0,0,0,7,0,0,3,2,1,10
4,Regular 4,Saigon-Heat,Can-Tho-Catfish,8,"Tran-Dang, Khoa",22,3,9,1,4,0,0,0,3,4,0,0,0,3,7
5,Regular 4,Saigon-Heat,Can-Tho-Catfish,7,"Du-Minh, An",20,1,5,0,3,0,0,0,4,3,4,0,2,1,2
6,Regular 4,Saigon-Heat,Can-Tho-Catfish,98,"Trieu-Han, Minh",16,1,4,1,2,1,2,1,1,3,1,0,0,3,4
7,Regular 4,Saigon-Heat,Can-Tho-Catfish,30,"Waale, Tim",10,1,4,0,1,0,0,1,1,0,0,1,2,2,2
8,Regular 4,Saigon-Heat,Can-Tho-Catfish,52,"Huynh-Vinh, Quang",7,1,2,0,0,0,0,0,0,0,1,0,1,1,2
9,Regular 4,Saigon-Heat,Can-Tho-Catfish,20,"Kien, Pham-Duc",7,1,2,0,0,0,0,0,1,0,1,0,1,1,2
0,Regular 4,Can-Tho-Catfish,Thang-Long-Warriors,1,"Hamilton, DeAngelo",39,4,13,0,3,6,9,1,19,2,3,1,6,1,14
1,Regular 4,Can-Tho-Catfish,Thang-Long-Warriors,23,"Dinh-Thanh, Tam",38,9,17,5,9,6,7,4,6,1,3,0,8,2,29
2,Regular 4,Can-Tho-Catfish,Thang-Long-Warriors,3,"Nguyen-Phu, Hoang",37,5,16,0,5,6,9,1,7,3,2,0,6,1,16
3,Regular 4,Can-Tho-Catfish,Thang-Long-Warriors,65,"Le-Hieu, Thanh",35,8,18,2,8,0,1,3,3,1,6,1,5,5,18
4,Regular 4,Can-Tho-Catfish,Thang-Long-Warriors,52,"Nguyen-Hoang, Tu",21,1,7,0,2,1,4,2,4,2,0,1,0,5,3
5,Regular 4,Can-Tho-Catfish,Thang-Long-Warriors,0,"Nguyen-Thinh, Hung",16,0,3,0,0,0,0,1,1,0,1,0,0,2,0
6,Regular 4,Can-Tho-Catfish,Thang-Long-Warriors,15,"Tang-Minh, Tri",10,0,1,0,1,1,2,0,1,0,0,0,0,2,1
7,Regular 4,Can-Tho-Catfish,Thang-Long-Warriors,14,"Huynh, Khang",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 4,Can-Tho-Catfish,Thang-Long-Warriors,25,"Nguyen-Vu-Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 4,Can-Tho-Catfish,Thang-Long-Warriors,19,"Dinh-Thanh, Sang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 4,Can-Tho-Catfish,Thang-Long-Warriors,9,"Nguyen-Quang, Huy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,12,"Young, Justin",34,4,9,1,3,0,5,0,7,5,7,0,10,2,9
1,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,20,"Hill, Jaywuan",30,5,17,0,2,1,4,5,9,4,3,2,4,4,11
2,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,0,"Hong Gia, Lan",22,3,9,1,4,0,1,0,3,3,0,0,3,3,7
3,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,7,"Dang Thai, Hung",21,6,10,0,0,0,0,0,3,1,2,0,3,3,12
4,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,83,"Nguyen, Duong",21,2,7,2,3,3,4,0,3,1,1,0,0,2,9
5,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,3,"Nguyen Thanh, Dat",21,2,6,1,4,2,4,0,5,1,3,0,1,3,7
6,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,1,"Nguyen Xuan, Quoc",17,3,4,0,0,0,1,2,4,0,1,0,2,4,6
7,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,9,"B?ch Cong, Trung",15,5,8,0,2,0,1,5,0,2,1,0,1,2,10
8,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,8,"Doan Nhat, Quang",9,2,4,1,2,0,0,0,1,0,1,0,0,1,5
9,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,6,"Truong-Hoang, Trung",6,3,4,1,2,0,1,0,0,1,1,0,0,3,7
10,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,18,"Pham Thanh, Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 4,Thang-Long-Warriors,Can-Tho-Catfish,10,"Nguyen Viet, Anh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Hochiminh-City-Wings,Saigon-Heat,33,"Martin, Wayne",36,8,24,0,4,8,12,4,11,3,3,2,3,3,24
1,Regular 4,Hochiminh-City-Wings,Saigon-Heat,4,"Nguyen-Quang, Vinh",35,3,7,1,2,5,6,0,2,4,3,0,5,3,12
2,Regular 4,Hochiminh-City-Wings,Saigon-Heat,3,"Soy, Michael",33,3,14,1,7,0,0,0,3,1,3,0,3,2,7
3,Regular 4,Hochiminh-City-Wings,Saigon-Heat,15,"Le-Tran-Dang, Huynh",23,3,6,1,3,0,0,1,1,1,2,0,4,1,7
4,Regular 4,Hochiminh-City-Wings,Saigon-Heat,19,"Nguyen-Le-Quoc, Cuong",18,1,2,1,2,0,0,0,1,0,0,0,1,1,3
5,Regular 4,Hochiminh-City-Wings,Saigon-Heat,14,"Nguyen-Ky, Quan",18,3,4,0,1,0,0,0,0,0,2,0,0,2,6
6,Regular 4,Hochiminh-City-Wings,Saigon-Heat,12,"Nguyen-Quoc, Thai",16,3,4,0,0,0,0,0,1,1,0,0,1,1,6
7,Regular 4,Hochiminh-City-Wings,Saigon-Heat,16,"Cao-Dac, Luan",15,1,4,0,0,0,0,2,2,0,0,0,4,3,2
8,Regular 4,Hochiminh-City-Wings,Saigon-Heat,13,"Pham, Tung",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 4,Hochiminh-City-Wings,Saigon-Heat,2,"Hoang, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 4,Hochiminh-City-Wings,Saigon-Heat,20,"Nguyen-Minh, Chung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Saigon-Heat,Hochiminh-City-Wings,3,"Tavarion, Nix",40,6,14,1,4,1,2,1,7,2,0,4,5,3,14
1,Regular 4,Saigon-Heat,Hochiminh-City-Wings,2,"Nguyen, Richard",32,4,10,0,1,0,0,1,4,4,6,0,5,1,8
2,Regular 4,Saigon-Heat,Hochiminh-City-Wings,7,"Du-Minh, An",25,1,5,0,3,0,0,1,3,4,1,0,1,2,2
3,Regular 4,Saigon-Heat,Hochiminh-City-Wings,8,"Tran-Dang, Khoa",24,7,14,2,3,3,5,2,6,4,3,0,5,4,19
4,Regular 4,Saigon-Heat,Hochiminh-City-Wings,30,"Waale, Tim",24,2,2,0,0,0,0,4,4,0,0,0,3,3,4
5,Regular 4,Saigon-Heat,Hochiminh-City-Wings,11,"Ban-Vo, Kim",18,7,10,3,5,2,2,1,2,0,3,0,5,2,19
6,Regular 4,Saigon-Heat,Hochiminh-City-Wings,98,"Trieu-Han, Minh",12,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7,Regular 4,Saigon-Heat,Hochiminh-City-Wings,12,"Nguyen-Huynh, Vinh",8,1,2,0,0,1,2,0,2,0,0,0,0,3,3
8,Regular 4,Saigon-Heat,Hochiminh-City-Wings,52,"Huynh-Vinh, Quang",6,0,2,0,2,0,0,0,0,0,0,0,1,0,0
9,Regular 4,Saigon-Heat,Hochiminh-City-Wings,20,"Kien, Pham-Duc",5,1,1,0,0,0,0,0,3,0,0,0,2,1,2
10,Regular 4,Saigon-Heat,Hochiminh-City-Wings,24,"Nguyen-Truong, Nhut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Hanoi-Buffalos,Hochiminh-City-Wings,6,"Bell, Michael",37,8,10,4,5,2,2,1,9,5,3,3,0,0,22
1,Regular 4,Hanoi-Buffalos,Hochiminh-City-Wings,2,"Nguyen, Henry",33,5,10,3,5,2,2,1,1,3,1,1,3,3,15
2,Regular 4,Hanoi-Buffalos,Hochiminh-City-Wings,24,"Nguyen, Stefan",29,8,14,0,0,4,6,1,6,2,1,0,1,1,20
3,Regular 4,Hanoi-Buffalos,Hochiminh-City-Wings,12,"Tu Le, Ngoc",28,8,11,4,4,0,0,1,3,0,3,0,6,1,20
4,Regular 4,Hanoi-Buffalos,Hochiminh-City-Wings,1,"Dinh Tien, Cong",26,2,8,0,2,4,5,1,4,2,3,0,1,1,8
5,Regular 4,Hanoi-Buffalos,Hochiminh-City-Wings,7,"Nguyen Huynh, Hai",13,1,3,0,0,0,0,0,3,2,0,0,3,2,2
6,Regular 4,Hanoi-Buffalos,Hochiminh-City-Wings,9,"Do Xuan, Nam",10,2,2,0,0,0,0,0,2,1,0,0,0,1,4
7,Regular 4,Hanoi-Buffalos,Hochiminh-City-Wings,11,"Doan, Tung",10,1,3,0,0,0,0,0,0,1,0,0,1,0,2
8,Regular 4,Hanoi-Buffalos,Hochiminh-City-Wings,14,"Bui-Thai, Ha",7,0,0,0,0,0,0,0,0,1,0,0,4,1,0
9,Regular 4,Hanoi-Buffalos,Hochiminh-City-Wings,88,"Nguyen-Quang, Anh",1,1,1,1,1,0,0,0,1,0,0,0,1,0,3
10,Regular 4,Hanoi-Buffalos,Hochiminh-City-Wings,19,"Ngoc, Tran",1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
0,Regular 4,Hochiminh-City-Wings,Hanoi-Buffalos,33,"Martin, Wayne",37,12,22,0,2,0,0,5,5,1,1,2,4,1,24
1,Regular 4,Hochiminh-City-Wings,Hanoi-Buffalos,4,"Nguyen-Quang, Vinh",35,6,17,1,8,1,1,1,6,3,5,0,2,2,14
2,Regular 4,Hochiminh-City-Wings,Hanoi-Buffalos,13,"Pham, Tung",28,1,5,1,1,3,4,3,7,1,1,0,3,3,6
3,Regular 4,Hochiminh-City-Wings,Hanoi-Buffalos,3,"Soy, Michael",26,1,9,0,5,3,5,0,2,1,1,0,6,2,5
4,Regular 4,Hochiminh-City-Wings,Hanoi-Buffalos,14,"Nguyen-Ky, Quan",25,1,4,1,3,2,2,0,2,4,2,0,3,2,5
5,Regular 4,Hochiminh-City-Wings,Hanoi-Buffalos,19,"Nguyen-Le-Quoc, Cuong",13,0,3,0,1,0,0,3,1,2,1,0,1,4,0
6,Regular 4,Hochiminh-City-Wings,Hanoi-Buffalos,15,"Le-Tran-Dang, Huynh",11,3,5,0,0,0,0,0,1,0,1,0,2,0,6
7,Regular 4,Hochiminh-City-Wings,Hanoi-Buffalos,16,"Cao-Dac, Luan",8,1,1,0,0,0,0,0,0,0,0,0,0,1,2
8,Regular 4,Hochiminh-City-Wings,Hanoi-Buffalos,2,"Hoang, Tu",7,2,3,1,2,0,0,0,0,0,1,0,0,0,5
9,Regular 4,Hochiminh-City-Wings,Hanoi-Buffalos,20,"Nguyen-Minh, Chung",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 4,Hochiminh-City-Wings,Hanoi-Buffalos,1,"Nguyen-Quoc, Thanh",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,4,"Nguyen-Quang, Vinh",37,4,13,1,5,5,8,0,6,5,1,0,4,1,14
1,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,33,"Martin, Wayne",35,3,15,0,2,2,2,6,16,3,2,2,5,4,8
2,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,3,"Soy, Michael",31,11,20,5,9,7,8,5,2,0,4,0,2,2,34
3,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,13,"Pham, Tung",23,1,4,0,1,0,0,0,7,0,1,1,2,4,2
4,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,14,"Nguyen-Ky, Quan",19,2,7,0,3,1,2,1,1,0,1,1,2,4,5
5,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,19,"Nguyen-Le-Quoc, Cuong",17,0,3,0,1,0,0,3,1,1,0,1,0,3,0
6,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,16,"Cao-Dac, Luan",13,0,1,0,0,0,0,0,0,0,1,0,2,0,0
7,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,15,"Le-Tran-Dang, Huynh",9,0,2,0,1,0,0,1,0,0,0,0,1,1,0
8,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,20,"Nguyen-Minh, Chung",7,0,2,0,2,0,0,0,0,1,0,0,0,1,0
9,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,2,"Hoang, Tu",2,1,1,1,1,0,0,0,0,0,0,0,0,0,3
10,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,21,"Vo Duy, Trong",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
11,Regular 5,Hochiminh-City-Wings,Thang-Long-Warriors,29,"Vu-Doan-Minh, Phuong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 5,Thang-Long-Warriors,Hochiminh-City-Wings,12,"Young, Justin",38,4,9,0,2,3,7,0,9,2,4,0,6,4,11
1,Regular 5,Thang-Long-Warriors,Hochiminh-City-Wings,20,"Hill, Jaywuan",37,10,22,1,4,5,5,3,8,1,1,1,2,4,26
2,Regular 5,Thang-Long-Warriors,Hochiminh-City-Wings,7,"Dang-Thai, Hung",31,1,4,0,0,3,4,1,3,2,1,0,0,2,5
3,Regular 5,Thang-Long-Warriors,Hochiminh-City-Wings,83,"Nguyen, Duong",25,3,9,1,5,3,4,0,0,1,2,0,0,3,10
4,Regular 5,Thang-Long-Warriors,Hochiminh-City-Wings,6,"Truong-Hoang, Trung",19,0,1,0,1,3,3,0,2,2,1,0,1,1,3
5,Regular 5,Thang-Long-Warriors,Hochiminh-City-Wings,0,"Hong-Gia, Lan",18,1,5,0,3,1,2,1,3,1,3,0,1,4,3
6,Regular 5,Thang-Long-Warriors,Hochiminh-City-Wings,3,"Nguyen-Thanh, Dat",18,0,9,0,6,0,0,1,3,1,1,1,4,2,0
7,Regular 5,Thang-Long-Warriors,Hochiminh-City-Wings,1,"Nguyen-Xuan, Quoc",9,2,3,0,0,0,0,2,2,1,0,0,2,0,4
8,Regular 5,Thang-Long-Warriors,Hochiminh-City-Wings,24,"Mai-Viet, Anh",1,0,0,0,0,0,0,0,0,0,0,0,2,1,0
9,Regular 5,Thang-Long-Warriors,Hochiminh-City-Wings,10,"Nguyen-Viet, Anh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 5,Thang-Long-Warriors,Hochiminh-City-Wings,8,"Doan-Nhat, Quang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
