,ROUND,TEAM,OPP,#,NAME,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TO,PF,PTS
0,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,6,"Bell, Michael",39,3,16,1,6,0,1,3,20,3,2,5,4,2,7
1,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,2,"Nguyen, Henry",36,4,12,4,11,1,1,2,7,0,1,0,2,1,13
2,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,12,"Tu-Le, Ngoc",34,6,11,1,4,2,4,3,3,1,3,0,2,3,15
3,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,24,"Nguyen, Stefan",29,4,15,0,2,6,8,3,1,2,3,0,2,3,14
4,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,11,"Doan, Tung",26,2,8,0,0,3,4,3,3,0,0,0,0,5,7
5,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,7,"Nguyen Huynh, Hai",14,3,7,1,5,0,1,0,0,1,0,0,2,5,7
6,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,9,"Do Xuan, Nam",13,0,3,0,1,1,2,0,2,2,0,0,2,3,1
7,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,14,"Bui-Thai, Ha",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,88,"Nguyen Quang, Anh",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,1,"Dinh-Tien, Cong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,19,"Ngoc, Tran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 5,Hanoi-Buffalos,Thang-Long-Warriors,15,"Nguyen Van, Vinh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,12,"Young, Justin",40,3,11,1,7,3,4,1,10,4,2,0,4,3,10
1,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,20,"Hill, Jaywuan",32,6,18,0,1,9,12,4,9,2,1,1,3,3,21
2,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,83,"Nguyen, Duong",28,2,7,1,5,2,2,0,5,0,2,0,3,1,7
3,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,0,"Hong-Gia, Lan",26,3,9,3,7,1,2,0,2,2,1,0,2,3,10
4,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,7,"Dang-Thai, Hung",21,5,8,0,1,3,3,1,2,2,1,0,2,3,13
5,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,3,"Nguyen-Thanh, Dat",19,1,7,0,5,4,4,2,7,1,1,0,0,3,6
6,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,1,"Nguyen-Xuan, Quoc",18,1,6,0,0,0,2,3,3,1,1,1,3,1,2
7,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,9,"B?ch Cong, Trung",8,1,4,0,3,0,0,1,0,0,0,0,1,1,2
8,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,6,"Truong-Hoang, Trung",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,24,"Mai-Viet, Anh",1,0,1,0,0,0,0,0,0,0,0,0,0,2,0
10,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,18,"Pham-Thanh, Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 5,Thang-Long-Warriors,Hanoi-Buffalos,8,"Doan-Nhat, Quang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 5,Hanoi-Buffalos,Saigon-Heat,6,"Bell, Michael",40,12,21,3,7,7,8,8,15,3,1,5,3,0,34
1,Regular 5,Hanoi-Buffalos,Saigon-Heat,1,"Dinh-Tien, Cong",32,2,12,1,4,1,2,1,2,0,2,0,5,0,6
2,Regular 5,Hanoi-Buffalos,Saigon-Heat,12,"Tu-Le, Ngoc",29,4,12,0,1,2,2,1,3,2,0,0,1,1,10
3,Regular 5,Hanoi-Buffalos,Saigon-Heat,24,"Nguyen, Stefan",28,6,14,0,0,1,1,1,1,3,0,0,1,4,13
4,Regular 5,Hanoi-Buffalos,Saigon-Heat,2,"Nguyen, Henry",26,2,6,1,5,0,0,1,4,0,0,0,1,3,5
5,Regular 5,Hanoi-Buffalos,Saigon-Heat,7,"Nguyen-Huynh, Hai",15,1,2,0,1,0,0,0,3,1,1,0,1,1,2
6,Regular 5,Hanoi-Buffalos,Saigon-Heat,11,"Doan, Tung",13,1,3,0,1,0,0,2,1,0,1,0,2,0,2
7,Regular 5,Hanoi-Buffalos,Saigon-Heat,14,"Bui-Thai, Ha",7,3,4,1,2,0,0,0,0,1,0,0,0,1,7
8,Regular 5,Hanoi-Buffalos,Saigon-Heat,9,"Do-Xuan, Nam",6,1,2,0,0,0,0,0,0,0,1,0,2,0,2
9,Regular 5,Hanoi-Buffalos,Saigon-Heat,19,"Ngoc, Tran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 5,Hanoi-Buffalos,Saigon-Heat,88,"Nguyen-Quang, Anh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 5,Saigon-Heat,Hanoi-Buffalos,3,"Tavarion, Nix",37,7,18,0,4,0,0,4,11,3,1,1,0,4,14
1,Regular 5,Saigon-Heat,Hanoi-Buffalos,11,"Ban-Vo, Kim",27,6,14,5,11,0,0,1,1,4,0,0,1,0,17
2,Regular 5,Saigon-Heat,Hanoi-Buffalos,7,"Du-Minh, An",24,3,8,1,4,0,0,1,2,6,4,1,5,3,7
3,Regular 5,Saigon-Heat,Hanoi-Buffalos,98,"Trieu-Han, Minh",23,3,6,3,4,0,0,0,4,2,1,0,1,0,9
4,Regular 5,Saigon-Heat,Hanoi-Buffalos,30,"Waale, Tim",21,2,4,0,0,0,0,7,0,1,0,0,0,2,4
5,Regular 5,Saigon-Heat,Hanoi-Buffalos,8,"Tran-Dang, Khoa",20,4,12,2,6,3,3,2,5,4,2,0,4,3,13
6,Regular 5,Saigon-Heat,Hanoi-Buffalos,2,"Nguyen, Richard",20,5,12,0,4,0,0,1,3,0,1,0,0,1,10
7,Regular 5,Saigon-Heat,Hanoi-Buffalos,12,"Nguyen-Huynh, Vinh",13,4,8,0,0,0,0,1,1,0,0,1,0,2,8
8,Regular 5,Saigon-Heat,Hanoi-Buffalos,20,"Kien, Pham-Duc",7,1,3,0,0,0,0,1,1,0,0,0,0,0,2
9,Regular 5,Saigon-Heat,Hanoi-Buffalos,52,"Huynh-Vinh, Quang",2,1,2,1,2,0,0,0,0,1,0,0,0,0,3
0,Regular 5,Can-Tho-Catfish,Danang-Dragons,23,"Dinh-Thanh, Tam",40,8,17,4,9,2,2,0,2,5,1,1,3,4,22
1,Regular 5,Can-Tho-Catfish,Danang-Dragons,1,"Hamilton, DeAngelo",39,10,22,2,11,2,4,3,8,3,2,2,3,3,24
2,Regular 5,Can-Tho-Catfish,Danang-Dragons,65,"Le Hieu, Thanh",37,2,9,0,3,0,2,1,5,2,0,0,4,2,4
3,Regular 5,Can-Tho-Catfish,Danang-Dragons,3,"Nguyen Phu, Hoang",33,8,15,4,8,2,4,1,6,3,7,0,2,2,22
4,Regular 5,Can-Tho-Catfish,Danang-Dragons,14,"Huynh, Khang",18,0,3,0,0,1,2,3,1,1,0,0,0,3,1
5,Regular 5,Can-Tho-Catfish,Danang-Dragons,52,"Nguyen-Hoang, Tu",18,5,10,1,5,0,0,2,1,1,1,1,1,0,11
6,Regular 5,Can-Tho-Catfish,Danang-Dragons,0,"Nguyen Thinh, Hung",7,1,1,0,0,0,0,0,0,0,3,0,1,0,2
7,Regular 5,Can-Tho-Catfish,Danang-Dragons,15,"Tang-Minh, Tri",5,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8,Regular 5,Can-Tho-Catfish,Danang-Dragons,25,"Nguyen Vu Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 5,Can-Tho-Catfish,Danang-Dragons,19,"Dinh Thanh, Sang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 5,Can-Tho-Catfish,Danang-Dragons,9,"Nguyen Quang, Huy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 5,Danang-Dragons,Can-Tho-Catfish,44,"January, Anthony",40,16,31,3,8,5,10,8,18,3,2,1,1,1,40
1,Regular 5,Danang-Dragons,Can-Tho-Catfish,0,"Nguyen, Horace",35,4,14,3,6,0,0,0,1,1,1,0,6,2,11
2,Regular 5,Danang-Dragons,Can-Tho-Catfish,68,"Huy-Dai, Dam",30,2,8,0,5,0,0,1,1,0,0,0,3,2,4
3,Regular 5,Danang-Dragons,Can-Tho-Catfish,10,"Nguyen-Van, Hung",27,6,12,0,0,3,4,2,5,3,3,0,3,3,15
4,Regular 5,Danang-Dragons,Can-Tho-Catfish,4,"Huynh-Thanh, Tam",27,2,6,0,1,0,0,0,3,3,2,0,2,4,4
5,Regular 5,Danang-Dragons,Can-Tho-Catfish,99,"Nguyen Van, Hung",20,4,6,0,0,1,1,1,3,2,0,0,3,2,9
6,Regular 5,Danang-Dragons,Can-Tho-Catfish,77,"Son-Minh, Tam",10,2,2,0,0,0,0,0,3,0,1,0,1,2,4
7,Regular 5,Danang-Dragons,Can-Tho-Catfish,19,"Tran-Dang, Hien",6,0,0,0,0,0,0,0,1,0,1,0,1,0,0
8,Regular 5,Danang-Dragons,Can-Tho-Catfish,69,"Bui-Quoc, Tan",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,Regular 5,Danang-Dragons,Can-Tho-Catfish,9,"Tran Hcu, Rin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 5,Danang-Dragons,Can-Tho-Catfish,5,"Mai, Thinh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 5,Danang-Dragons,Can-Tho-Catfish,17,"Vu Viet, Hoang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 6,Can-Tho-Catfish,Saigon-Heat,23,"Dinh-Thanh, Tam",38,14,21,1,4,3,4,4,5,1,1,1,0,2,32
1,Regular 6,Can-Tho-Catfish,Saigon-Heat,1,"Hamilton, DeAngelo",38,10,17,3,6,3,5,2,11,4,1,2,9,3,26
2,Regular 6,Can-Tho-Catfish,Saigon-Heat,65,"Le-Hieu, Thanh",32,8,13,0,2,0,1,2,2,2,3,0,2,2,16
3,Regular 6,Can-Tho-Catfish,Saigon-Heat,3,"Nguyen-Phu, Hoang",30,2,10,2,5,0,0,2,1,4,5,1,1,1,6
4,Regular 6,Can-Tho-Catfish,Saigon-Heat,15,"Tang-Minh, Tri",18,1,4,1,4,1,2,3,5,2,2,0,4,3,4
5,Regular 6,Can-Tho-Catfish,Saigon-Heat,52,"Nguyen Hoang, Tu",18,1,4,0,2,1,2,0,6,2,2,0,2,1,3
6,Regular 6,Can-Tho-Catfish,Saigon-Heat,25,"Nguyen Vu Binh, Nguyen",11,1,6,1,3,0,0,0,1,0,2,0,0,0,3
7,Regular 6,Can-Tho-Catfish,Saigon-Heat,14,"Huynh, Khang",7,0,1,0,0,0,0,0,1,0,0,0,1,1,0
8,Regular 6,Can-Tho-Catfish,Saigon-Heat,0,"Nguyen-Thinh, Hung",1,1,1,0,0,0,0,0,1,0,0,0,1,1,2
9,Regular 6,Can-Tho-Catfish,Saigon-Heat,18,"Hoang-Minh, Khoa",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,Regular 6,Can-Tho-Catfish,Saigon-Heat,11,"Le-Hoai, Linh",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
11,Regular 6,Can-Tho-Catfish,Saigon-Heat,8,"Tran-Nguyen, Duong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 6,Saigon-Heat,Can-Tho-Catfish,3,"Tavarion, Nix",30,7,15,3,4,1,2,1,7,1,2,2,3,2,18
1,Regular 6,Saigon-Heat,Can-Tho-Catfish,2,"Nguyen, Richard",28,4,15,0,3,0,0,3,4,4,5,0,3,1,8
2,Regular 6,Saigon-Heat,Can-Tho-Catfish,8,"Tran-Dang, Khoa",25,4,15,1,5,3,4,3,5,2,3,0,3,2,12
3,Regular 6,Saigon-Heat,Can-Tho-Catfish,98,"Trieu-Han, Minh",21,6,7,1,1,0,1,1,0,0,2,0,5,0,13
4,Regular 6,Saigon-Heat,Can-Tho-Catfish,7,"Du-Minh, An",21,2,8,1,4,2,2,1,3,2,5,0,4,1,7
5,Regular 6,Saigon-Heat,Can-Tho-Catfish,30,"Waale, Tim",20,3,5,0,1,2,2,4,1,1,0,1,2,0,8
6,Regular 6,Saigon-Heat,Can-Tho-Catfish,11,"Ban-Vo, Kim",16,2,4,1,3,0,0,0,0,0,0,0,0,0,5
7,Regular 6,Saigon-Heat,Can-Tho-Catfish,12,"Nguyen-Huynh, Vinh",14,2,4,0,0,0,0,1,4,0,1,1,3,2,4
8,Regular 6,Saigon-Heat,Can-Tho-Catfish,20,"Kien, Pham-Duc",10,0,0,0,0,0,0,0,2,0,1,0,1,0,0
9,Regular 6,Saigon-Heat,Can-Tho-Catfish,52,"Huynh-Vinh, Quang",9,0,3,0,3,0,0,0,1,0,0,0,1,1,0
10,Regular 6,Saigon-Heat,Can-Tho-Catfish,24,"Nguyen-Truong, Nhut",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,23,"Dinh-Thanh, Tam",40,9,16,4,7,2,4,1,12,4,0,0,0,1,24
1,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,1,"Hamilton, DeAngelo",40,4,12,0,3,4,6,3,9,4,5,1,7,4,12
2,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,65,"Le-Hieu, Thanh",32,6,16,2,7,2,3,0,4,5,4,0,4,3,16
3,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,3,"Nguyen-Phu, Hoang",29,5,12,2,7,1,3,0,2,4,1,0,3,3,13
4,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,19,"Dinh-Thanh, Sang",25,5,8,0,1,1,3,3,3,0,3,1,0,1,11
5,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,52,"Nguyen-Hoang, Tu",12,0,2,0,1,0,0,1,2,0,0,0,0,3,0
6,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,15,"Tang-Minh, Tri",11,1,3,0,2,0,0,0,1,0,0,0,1,0,2
7,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,0,"Nguyen-Thinh, Hung",3,1,1,0,0,0,0,0,0,0,0,0,0,0,2
8,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,14,"Huynh, Khang",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,25,"Nguyen-Vu-Binh, Nguyen",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,18,"Hoang-Minh, Khoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,33,"Martin, Wayne",38,7,16,2,4,3,4,0,22,3,4,0,6,3,19
1,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,3,"Soy, Michael",35,4,12,3,6,5,6,1,3,4,4,0,4,1,16
2,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,4,"Nguyen-Quang, Vinh",34,6,11,0,2,6,6,0,4,2,0,0,0,1,18
3,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,14,"Nguyen-Ky, Quan",21,3,5,1,2,1,2,0,3,1,0,0,1,5,8
4,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,19,"Nguyen-Le-Quoc, Cuong",20,2,7,1,6,1,2,0,0,1,0,0,1,4,6
5,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,12,"Nguyen-Quoc, Thai",16,2,2,0,0,0,0,1,2,0,0,1,1,1,4
6,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,13,"Pham, Tung",11,0,1,0,0,0,0,0,0,0,0,0,1,2,0
7,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,15,"Le-Tran-Dang, Huynh",8,0,3,0,1,0,0,0,0,0,1,0,2,0,0
8,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,16,"Cao-Dac, Luan",6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,2,"Hoang, Tu",4,1,2,1,2,0,0,0,1,0,0,0,0,1,3
10,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,1,"Nguyen-Quoc, Thanh",2,0,2,0,1,0,0,0,2,0,0,0,1,0,0
11,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,20,"Nguyen-Minh, Chung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,33,"Martin, Wayne",42,10,20,0,4,6,7,7,12,1,1,2,5,4,26
1,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,3,"Soy, Michael",38,7,18,3,11,1,2,0,3,1,7,0,3,1,18
2,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,4,"Nguyen-Quang, Vinh",38,5,17,1,7,1,1,1,6,6,6,0,2,1,12
3,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,13,"Pham, Tung",21,1,4,0,2,0,0,0,4,0,0,0,0,4,2
4,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,19,"Nguyen-Le-Quoc, Cuong",21,0,2,0,2,0,0,0,3,0,0,0,0,2,0
5,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,15,"Tran-Vien, Huan",19,5,7,2,4,1,2,1,1,0,2,0,4,1,13
6,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,14,"Nguyen-Ky, Quan",16,1,4,0,0,0,0,0,0,0,1,0,2,2,2
7,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,16,"Cao-Dac, Luan",12,1,2,0,1,1,2,0,1,0,0,0,1,0,3
8,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,29,"Vu Doan Minh, Phuong",7,1,1,0,0,1,1,0,0,0,0,0,2,3,3
9,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,20,"Nguyen-Minh, Chung",2,0,0,0,0,0,0,0,1,1,0,0,0,1,0
10,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,2,"Hoang, Tu",2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
11,Regular 6,Hochiminh-City-Wings,Thang-Long-Warriors,1,"Nguyen-Quoc, Thanh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 6,Thang-Long-Warriors,Hochiminh-City-Wings,20,"Hill, Jaywuan",43,14,26,3,5,9,11,4,11,3,0,0,8,3,40
1,Regular 6,Thang-Long-Warriors,Hochiminh-City-Wings,12,"Young, Justin",41,3,9,0,2,0,1,1,14,5,1,0,1,3,6
2,Regular 6,Thang-Long-Warriors,Hochiminh-City-Wings,83,"Nguyen, Duong",32,0,2,0,1,0,0,0,0,1,4,0,2,0,0
3,Regular 6,Thang-Long-Warriors,Hochiminh-City-Wings,7,"Dang Thai, Hung",31,5,11,0,1,2,4,0,2,0,3,0,2,5,12
4,Regular 6,Thang-Long-Warriors,Hochiminh-City-Wings,3,"Nguyen-Thanh, Dat",26,6,14,4,8,1,2,0,0,0,1,0,2,1,17
5,Regular 6,Thang-Long-Warriors,Hochiminh-City-Wings,0,"Hong-Gia, Lan",19,0,5,0,3,0,0,1,0,2,1,0,6,3,0
6,Regular 6,Thang-Long-Warriors,Hochiminh-City-Wings,6,"Ngo-Tuan, Trung",18,0,1,0,1,2,2,2,1,0,0,0,0,2,2
7,Regular 6,Thang-Long-Warriors,Hochiminh-City-Wings,9,"B?ch-Cong, Trung",10,0,1,0,1,0,0,1,2,0,0,0,1,0,0
8,Regular 6,Thang-Long-Warriors,Hochiminh-City-Wings,24,"Mai-Viet, Anh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 6,Thang-Long-Warriors,Hochiminh-City-Wings,10,"Nguyen Viet, Anh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 6,Danang-Dragons,Hanoi-Buffalos,44,"January, Anthony",38,14,26,1,4,2,4,5,7,2,2,1,1,0,31
1,Regular 6,Danang-Dragons,Hanoi-Buffalos,0,"Nguyen, Horace",37,2,9,0,6,0,0,0,2,5,1,0,0,1,4
2,Regular 6,Danang-Dragons,Hanoi-Buffalos,99,"Nguyen-Van, Hung",29,4,9,0,0,0,0,1,5,0,0,1,3,0,8
3,Regular 6,Danang-Dragons,Hanoi-Buffalos,68,"Huy-Dai, Dam",26,1,2,1,1,0,0,0,1,0,0,0,4,0,3
4,Regular 6,Danang-Dragons,Hanoi-Buffalos,10,"Nguyen Van, Hung",21,4,9,0,0,1,3,1,1,0,0,0,4,1,9
5,Regular 6,Danang-Dragons,Hanoi-Buffalos,69,"Bui-Quoc, Tan",17,1,5,0,3,0,0,0,1,0,1,0,1,3,2
6,Regular 6,Danang-Dragons,Hanoi-Buffalos,4,"Huynh-Thanh, Tam",11,0,0,0,0,0,0,0,1,2,1,0,1,3,0
7,Regular 6,Danang-Dragons,Hanoi-Buffalos,77,"Son-Minh, Tam",7,0,1,0,1,0,0,0,0,1,0,0,1,1,0
8,Regular 6,Danang-Dragons,Hanoi-Buffalos,19,"Tran-Dang, Hien",6,0,1,0,0,0,0,0,1,0,1,0,1,1,0
9,Regular 6,Danang-Dragons,Hanoi-Buffalos,24,"Ho-Quoc, Truong",3,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,Regular 6,Hanoi-Buffalos,Danang-Dragons,6,"Bell, Michael",36,11,16,2,5,0,0,5,16,1,3,1,1,0,24
1,Regular 6,Hanoi-Buffalos,Danang-Dragons,24,"Nguyen, Stefan",32,5,10,1,4,2,3,0,4,1,0,0,3,1,13
2,Regular 6,Hanoi-Buffalos,Danang-Dragons,12,"Tu-Le, Ngoc",31,7,15,0,4,0,0,2,3,5,1,1,4,2,14
3,Regular 6,Hanoi-Buffalos,Danang-Dragons,1,"Dinh-Tien, Cong",30,3,10,0,1,4,4,2,4,6,3,0,3,4,10
4,Regular 6,Hanoi-Buffalos,Danang-Dragons,2,"Nguyen, Henry",23,1,3,1,2,0,0,0,1,1,0,0,0,1,3
5,Regular 6,Hanoi-Buffalos,Danang-Dragons,7,"Nguyen-Huynh, Hai",11,2,5,1,3,0,0,1,0,1,0,0,1,2,5
6,Regular 6,Hanoi-Buffalos,Danang-Dragons,11,"Doan, Tung",10,1,2,0,0,0,0,1,1,0,1,0,2,1,2
7,Regular 6,Hanoi-Buffalos,Danang-Dragons,14,"Bui-Thai, Ha",9,1,3,0,1,0,0,1,0,3,0,0,0,0,2
8,Regular 6,Hanoi-Buffalos,Danang-Dragons,88,"Nguyen-Quang, Anh",6,1,3,0,1,1,2,0,0,0,0,0,0,1,3
9,Regular 6,Hanoi-Buffalos,Danang-Dragons,19,"Ngoc, Tran",5,0,0,0,0,0,0,0,1,0,0,0,1,2,0
0,Regular 7,Danang-Dragons,Thang-Long-Warriors,44,"January, Anthony",40,13,29,3,9,7,7,3,20,0,0,1,3,1,36
1,Regular 7,Danang-Dragons,Thang-Long-Warriors,0,"Nguyen, Horace",38,4,12,4,9,0,0,1,0,1,0,0,0,1,12
2,Regular 7,Danang-Dragons,Thang-Long-Warriors,99,"Nguyen-Van, Hung",29,4,8,0,0,1,2,0,4,0,2,0,0,3,9
3,Regular 7,Danang-Dragons,Thang-Long-Warriors,10,"Nguyen Van, Hung",27,2,3,0,0,1,1,2,5,0,1,0,4,5,5
4,Regular 7,Danang-Dragons,Thang-Long-Warriors,19,"Tran-Dang, Hien",19,2,5,1,3,2,2,0,3,3,0,0,2,2,7
5,Regular 7,Danang-Dragons,Thang-Long-Warriors,68,"Huy-Dai, Dam",17,0,3,0,3,0,0,0,0,0,0,0,1,1,0
6,Regular 7,Danang-Dragons,Thang-Long-Warriors,4,"Huynh-Thanh, Tam",13,1,4,0,2,0,0,0,1,3,0,1,2,0,2
7,Regular 7,Danang-Dragons,Thang-Long-Warriors,69,"Bui-Quoc, Tan",10,1,3,1,3,1,2,0,0,1,0,0,1,2,4
8,Regular 7,Danang-Dragons,Thang-Long-Warriors,77,"Son-Minh, Tam",4,0,0,0,0,0,0,0,0,0,0,0,2,1,0
9,Regular 7,Danang-Dragons,Thang-Long-Warriors,9,"Tran-Hcu, Rin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 7,Danang-Dragons,Thang-Long-Warriors,5,"Mai, Thinh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 7,Danang-Dragons,Thang-Long-Warriors,24,"Ho-Quoc, Truong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Thang-Long-Warriors,Danang-Dragons,12,"Young, Justin",37,5,9,0,1,1,2,0,6,3,1,0,2,3,11
1,Regular 7,Thang-Long-Warriors,Danang-Dragons,20,"Hill, Jaywuan",34,9,18,2,6,6,8,3,13,0,0,0,1,1,26
2,Regular 7,Thang-Long-Warriors,Danang-Dragons,8,"Doan Nhat, Quang",30,2,9,1,6,2,2,0,1,0,0,0,0,1,7
3,Regular 7,Thang-Long-Warriors,Danang-Dragons,7,"Dang-Thai, Hung",23,2,3,0,0,1,2,0,2,0,0,1,5,5,5
4,Regular 7,Thang-Long-Warriors,Danang-Dragons,0,"Hong-Gia, Lan",20,3,8,1,2,0,0,0,1,0,2,0,4,3,7
5,Regular 7,Thang-Long-Warriors,Danang-Dragons,9,"B?ch-Cong, Trung",19,0,2,0,2,2,2,0,1,0,1,0,1,3,2
6,Regular 7,Thang-Long-Warriors,Danang-Dragons,6,"Ngo-Tuan, Trung",13,2,6,1,3,2,2,2,1,2,0,0,1,0,7
7,Regular 7,Thang-Long-Warriors,Danang-Dragons,83,"Nguyen, Duong",10,1,5,1,4,2,3,0,0,0,1,0,1,1,5
8,Regular 7,Thang-Long-Warriors,Danang-Dragons,3,"Nguyen-Thanh, Dat",7,0,2,0,1,0,0,0,3,0,1,0,0,1,0
9,Regular 7,Thang-Long-Warriors,Danang-Dragons,10,"Nguyen-Viet, Anh",2,0,0,0,0,0,2,0,0,0,0,0,1,0,0
10,Regular 7,Thang-Long-Warriors,Danang-Dragons,24,"Mai-Viet, Anh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Danang-Dragons,Hochiminh-City-Wings,0,"Nguyen, Horace",38,4,15,2,11,0,0,2,3,0,0,1,4,1,10
1,Regular 7,Danang-Dragons,Hochiminh-City-Wings,44,"January, Anthony",32,11,22,2,7,2,3,3,13,4,2,0,6,4,26
2,Regular 7,Danang-Dragons,Hochiminh-City-Wings,99,"Nguyen-Van, Hung",31,9,15,0,0,0,2,4,4,1,0,1,0,2,18
3,Regular 7,Danang-Dragons,Hochiminh-City-Wings,10,"Nguyen Van, Hung",30,4,6,0,0,1,1,1,4,1,2,0,3,4,9
4,Regular 7,Danang-Dragons,Hochiminh-City-Wings,68,"Huy-Dai, Dam",26,3,8,2,7,0,0,1,0,3,1,0,0,5,8
