,ROUND,TEAM,OPP,#,NAME,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TO,PF,PTS
3,Regular 2,Danang-Dragons,Thang-Long-Warriors,77,"Vo Van, Thanh",31,3,7,1,2,6,10,0,3,0,1,1,2,2,13
4,Regular 2,Danang-Dragons,Thang-Long-Warriors,68,"Dai, Dam Huy",26,2,6,0,2,1,3,0,4,1,1,0,2,2,5
5,Regular 2,Danang-Dragons,Thang-Long-Warriors,10,"Thinh Tran, Tien",14,0,0,0,0,0,0,0,4,1,0,2,4,1,0
6,Regular 2,Danang-Dragons,Thang-Long-Warriors,14,"Huynh, Khang",8,0,0,0,0,1,2,2,1,2,0,0,0,0,1
7,Regular 2,Danang-Dragons,Thang-Long-Warriors,29,"Quang, Phuc Tran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 2,Danang-Dragons,Thang-Long-Warriors,19,"Dang Quang, Vinh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 2,Thang-Long-Warriors,Danang-Dragons,20,"Hill, Jaywuan",37,8,20,2,6,3,4,5,7,0,2,1,3,3,21
1,Regular 2,Thang-Long-Warriors,Danang-Dragons,12,"Young, Justin",35,8,18,0,5,1,4,2,6,2,1,0,4,2,17
2,Regular 2,Thang-Long-Warriors,Danang-Dragons,11,"Ngo-Tuan, Trung",29,0,6,0,4,0,0,0,4,2,2,0,4,1,0
3,Regular 2,Thang-Long-Warriors,Danang-Dragons,6,"Truong-Hoang, Trung",25,2,4,0,0,0,0,0,2,1,0,0,3,1,4
4,Regular 2,Thang-Long-Warriors,Danang-Dragons,5,"To-Quang, Trung",23,4,11,2,7,2,2,1,3,3,0,0,2,3,12
5,Regular 2,Thang-Long-Warriors,Danang-Dragons,9,"Do-Xuan, Nam",21,2,12,1,6,0,0,2,5,1,1,0,4,1,5
6,Regular 2,Thang-Long-Warriors,Danang-Dragons,7,"Dang Thai, Hung",16,3,6,0,0,0,0,1,4,1,1,0,3,1,6
7,Regular 2,Thang-Long-Warriors,Danang-Dragons,8,"Le, Ryan",7,2,4,1,2,0,0,1,0,1,0,0,0,0,5
8,Regular 2,Thang-Long-Warriors,Danang-Dragons,1,"Doan-Nhat, Quang",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
9,Regular 2,Thang-Long-Warriors,Danang-Dragons,18,"Pham Thanh, Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 2,Thang-Long-Warriors,Danang-Dragons,21,"Hoang-The, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 2,Thang-Long-Warriors,Danang-Dragons,14,"Bui-Thai, HA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Danang-Dragons,Saigon-Heat,20,"Dierker, Chris",40,7,14,1,3,5,10,2,5,7,1,1,2,3,20
1,Regular 3,Danang-Dragons,Saigon-Heat,0,"Nguyen, Horace",40,5,11,3,8,2,2,0,3,1,2,0,1,4,15
2,Regular 3,Danang-Dragons,Saigon-Heat,23,"Allmon, Zach",38,9,16,1,3,4,7,1,8,2,2,2,4,4,23
3,Regular 3,Danang-Dragons,Saigon-Heat,10,"Thinh Tran, Tien",31,2,5,1,3,0,0,1,4,0,0,0,2,1,5
4,Regular 3,Danang-Dragons,Saigon-Heat,77,"Vo-Van, Thanh",28,2,9,2,6,0,0,0,0,3,1,0,3,1,6
5,Regular 3,Danang-Dragons,Saigon-Heat,68,"Dai, Dam-Huy",15,0,2,0,0,0,0,0,1,1,0,1,2,2,0
6,Regular 3,Danang-Dragons,Saigon-Heat,14,"Huynh, Khang",3,0,1,0,0,0,0,0,1,0,0,1,0,0,0
7,Regular 3,Danang-Dragons,Saigon-Heat,6,"Tran, Bao-Nguyen",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8,Regular 3,Danang-Dragons,Saigon-Heat,19,"Dang-Quang, Vinh",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 3,Danang-Dragons,Saigon-Heat,29,"Quang, Phuc-Tran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Saigon-Heat,Danang-Dragons,3,"Nix, Tavarion",38,9,16,0,5,3,4,2,13,1,4,0,4,2,21
1,Regular 3,Saigon-Heat,Danang-Dragons,0,"Hong-Gia, Lan",33,7,15,0,5,6,7,0,1,3,0,0,0,3,20
2,Regular 3,Saigon-Heat,Danang-Dragons,1,"Du-Minh, An",29,5,14,1,5,0,0,1,6,1,2,0,3,0,11
3,Regular 3,Saigon-Heat,Danang-Dragons,98,"Trieu-Han, Minh",28,4,10,2,4,2,3,0,6,5,0,0,1,3,12
4,Regular 3,Saigon-Heat,Danang-Dragons,33,"Tran-Vu, Linh",23,3,3,0,0,0,0,0,2,0,0,0,2,0,6
5,Regular 3,Saigon-Heat,Danang-Dragons,9,"Huy, Hoan-Vo",19,3,5,2,3,0,0,1,0,1,1,0,1,1,8
6,Regular 3,Saigon-Heat,Danang-Dragons,34,"Waale, Tim",17,1,2,0,0,0,2,1,5,0,0,0,4,0,2
7,Regular 3,Saigon-Heat,Danang-Dragons,11,"Vo-Kim-Ban, Duc",8,1,4,0,1,1,1,0,0,1,0,0,2,0,3
8,Regular 3,Saigon-Heat,Danang-Dragons,7,"Tran-Dang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 3,Saigon-Heat,Danang-Dragons,8,"Tran-Dang, Khoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 3,Saigon-Heat,Danang-Dragons,24,"Nguyen-Truong, Nhut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 3,Saigon-Heat,Danang-Dragons,77,"Huynh-Vinh, Quang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Saigon-Heat,Thang-Long-Warriors,3,"Nix, Tavarion",39,4,11,0,4,1,4,3,10,2,0,1,4,7,9
1,Regular 3,Saigon-Heat,Thang-Long-Warriors,34,"Waale, Tim",37,4,5,0,0,2,6,4,5,1,0,1,0,1,10
2,Regular 3,Saigon-Heat,Thang-Long-Warriors,8,"Tran-Dang, Khoa",36,4,14,0,8,0,0,1,5,1,2,0,2,4,8
3,Regular 3,Saigon-Heat,Thang-Long-Warriors,1,"Du-Minh, An",32,4,8,0,4,3,3,0,7,0,1,0,1,0,11
4,Regular 3,Saigon-Heat,Thang-Long-Warriors,98,"Trieu-Han, Minh",29,3,7,2,5,1,1,1,2,2,0,0,2,4,9
5,Regular 3,Saigon-Heat,Thang-Long-Warriors,0,"Hong-Gia, Lan",21,3,15,2,7,0,0,0,1,3,1,0,3,4,8
6,Regular 3,Saigon-Heat,Thang-Long-Warriors,11,"Vo-Kim-Ban, Duc",1,0,1,0,0,2,2,0,0,0,0,0,1,0,2
7,Regular 3,Saigon-Heat,Thang-Long-Warriors,7,"Tran-Dang, Hien",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,Regular 3,Saigon-Heat,Thang-Long-Warriors,33,"Tran-Vu, Linh",1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
9,Regular 3,Saigon-Heat,Thang-Long-Warriors,9,"Huy, Hoan-Vo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Thang-Long-Warriors,Saigon-Heat,12,"Young, Justin",38,0,10,0,5,0,2,3,5,6,3,2,4,1,0
1,Regular 3,Thang-Long-Warriors,Saigon-Heat,7,"Dang-Thai, Hung",30,7,9,0,0,0,0,3,3,1,2,1,2,2,14
2,Regular 3,Thang-Long-Warriors,Saigon-Heat,11,"Ngo-Tuan, Trung",25,1,4,1,3,0,0,0,2,1,1,0,2,3,3
3,Regular 3,Thang-Long-Warriors,Saigon-Heat,6,"Truong-Hoang, Trung",23,2,7,2,7,2,2,0,1,5,0,1,1,2,8
4,Regular 3,Thang-Long-Warriors,Saigon-Heat,5,"To-Quang, Trung",19,5,13,4,9,2,2,0,2,1,1,0,3,2,16
5,Regular 3,Thang-Long-Warriors,Saigon-Heat,9,"Do-Xuan, Nam",17,3,4,0,1,0,0,1,0,1,1,0,3,0,6
6,Regular 3,Thang-Long-Warriors,Saigon-Heat,14,"Bui-Thai, HA",4,0,3,0,2,0,0,0,1,0,0,0,0,0,0
7,Regular 3,Thang-Long-Warriors,Saigon-Heat,20,"Hill, Jaywuan",1,6,23,1,8,9,12,3,11,3,3,1,1,1,22
8,Regular 3,Thang-Long-Warriors,Saigon-Heat,21,"Hoang-The, Hien",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,Regular 3,Thang-Long-Warriors,Saigon-Heat,1,"Doan-Nhat, Quang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 3,Thang-Long-Warriors,Saigon-Heat,8,"Le, Ryan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 3,Thang-Long-Warriors,Saigon-Heat,18,"Pham-Thanh, Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Can-Tho-Catfish,Thang-Long-Warriors,23,"Dinh-Thanh, Tam",40,4,8,3,6,0,0,2,3,2,2,0,2,2,11
1,Regular 3,Can-Tho-Catfish,Thang-Long-Warriors,17,"Hamilton, DeAngelo",38,7,12,0,3,4,13,4,15,4,0,2,2,4,18
2,Regular 3,Can-Tho-Catfish,Thang-Long-Warriors,11,"Dinh-Thanh, Sang",37,1,7,0,1,5,6,2,3,0,4,0,2,2,7
3,Regular 3,Can-Tho-Catfish,Thang-Long-Warriors,0,"Nguycn-Phu, Hoang",32,3,9,1,4,2,6,2,4,2,0,0,0,7,9
4,Regular 3,Can-Tho-Catfish,Thang-Long-Warriors,65,"Le-Hieu, Thanh",29,7,17,4,9,2,2,1,2,1,1,1,3,3,20
5,Regular 3,Can-Tho-Catfish,Thang-Long-Warriors,56,"Phcm-Duy, Hcu",13,2,3,0,1,0,0,0,0,3,1,0,0,2,4
6,Regular 3,Can-Tho-Catfish,Thang-Long-Warriors,7,"Du-Qucc, Tai",3,0,0,0,0,0,0,1,0,0,0,0,2,0,0
7,Regular 3,Can-Tho-Catfish,Thang-Long-Warriors,12,"Nguycn-Hucnh, Vinh",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,Regular 3,Can-Tho-Catfish,Thang-Long-Warriors,52,"Nguycn-Hoang, TU",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9,Regular 3,Can-Tho-Catfish,Thang-Long-Warriors,1,"Tang-Minh, Tri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 3,Can-Tho-Catfish,Thang-Long-Warriors,8,"Tran-Nguycn, D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Thang-Long-Warriors,Can-Tho-Catfish,12,"Young, Justin",40,5,11,1,3,0,4,2,7,1,2,0,4,2,11
1,Regular 3,Thang-Long-Warriors,Can-Tho-Catfish,20,"Hill, Jaywuan",39,9,21,0,6,2,5,6,8,0,2,1,2,4,20
2,Regular 3,Thang-Long-Warriors,Can-Tho-Catfish,11,"Ngo-Tuan, Trung",26,1,3,0,1,0,0,1,3,2,1,0,5,2,2
3,Regular 3,Thang-Long-Warriors,Can-Tho-Catfish,5,"To-Quang, Trung",25,2,7,0,4,4,5,0,4,1,5,0,4,2,8
4,Regular 3,Thang-Long-Warriors,Can-Tho-Catfish,6,"Truong-Hoang, Trung",22,1,6,0,1,0,0,1,1,3,0,0,3,2,2
5,Regular 3,Thang-Long-Warriors,Can-Tho-Catfish,7,"Dang-Thai, Hung",21,6,11,0,0,0,0,5,1,1,1,0,1,4,12
6,Regular 3,Thang-Long-Warriors,Can-Tho-Catfish,9,"Do-Xuan, Nam",17,5,9,2,4,0,2,0,1,1,1,0,3,1,12
7,Regular 3,Thang-Long-Warriors,Can-Tho-Catfish,14,"Bui-Thai, HA",7,0,2,0,2,0,0,0,1,2,2,0,0,0,0
8,Regular 3,Thang-Long-Warriors,Can-Tho-Catfish,21,"Hoang-The, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 3,Thang-Long-Warriors,Can-Tho-Catfish,1,"Doan-Nhat, Quang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,17,"Hamilton, DeAngelo",31,6,11,2,4,2,5,6,11,8,6,1,3,2,16
1,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,0,"Nguycn-Phu, Hoang",30,8,17,2,5,3,6,1,6,3,1,0,1,1,21
2,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,23,"Dinh-Thanh, Tam",29,10,19,6,11,0,0,0,0,1,2,0,0,1,26
3,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,11,"Dinh-Thanh, Sang",28,4,7,0,3,1,2,1,2,5,3,0,0,2,9
4,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,56,"Phcm-Duy, Hcu",21,3,9,1,2,0,0,0,3,3,0,0,3,1,7
5,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,65,"Le-Hieu, Thanh",21,4,11,1,4,2,2,2,4,2,1,0,1,0,11
6,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,52,"Nguycn-Hoang, TU",10,3,4,2,3,0,0,0,2,0,0,0,0,1,8
7,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,12,"Nguycn-Hucnh, Vinh",10,2,4,0,0,0,0,0,2,0,0,0,1,1,4
8,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,1,"Tang-Minh, Tri",8,0,2,0,2,0,0,0,0,0,0,0,0,1,0
9,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,7,"Du-Qucc, Tai",7,0,0,0,0,0,0,0,0,1,0,0,3,3,0
10,Regular 3,Can-Tho-Catfish,Hochiminh-City-Wings,8,"Tran-Nguycn, D",1,1,2,0,0,0,0,3,0,0,0,0,1,0,2
0,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,4,"Doggett, Quinton",37,10,21,0,2,4,7,4,6,1,0,1,1,3,24
1,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,2,"Nguyen, Henry",33,7,11,5,9,0,0,0,8,2,1,0,1,3,19
2,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,22,"Cilia, Corey",31,3,10,1,4,0,0,1,3,2,4,1,1,4,7
3,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,1,"Nguyen-Quoc, Thanh",30,4,11,1,4,3,3,1,3,0,0,0,0,1,12
4,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,7,"Nguyen-Huynh, Hai",21,1,2,0,0,0,0,1,2,4,1,0,3,4,2
5,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,25,"Le-Cong-Tuan, Anh",20,0,4,0,0,0,0,3,3,1,0,0,3,2,0
6,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,6,"Nguyen Thanh, Nhan",7,2,4,0,1,2,2,2,3,0,0,0,1,1,6
7,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,14,"Nguyen-Ky, Quan",7,1,4,0,1,0,0,1,0,1,0,0,1,1,2
8,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,29,"Vu-Doan-Minh, Phuong",6,0,1,0,0,0,0,0,2,0,0,0,0,3,0
9,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,3,"Nguyen-Le-Quoc, Cuong",5,1,3,0,2,0,0,0,1,0,0,0,0,1,2
10,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,15,"Le-Tran-Dang, Huynh",3,1,2,1,2,0,0,0,0,0,0,0,0,0,3
11,Regular 3,Hochiminh-City-Wings,Can-Tho-Catfish,12,"Dao-Lap, Xuan",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Danang-Dragons,Hanoi-Buffalos,0,"Nguyen, Horace",40,7,16,4,10,0,0,0,1,3,3,0,3,3,18
1,Regular 3,Danang-Dragons,Hanoi-Buffalos,20,"Dierker, Chris",40,5,12,0,1,3,7,1,7,5,1,2,2,4,13
2,Regular 3,Danang-Dragons,Hanoi-Buffalos,23,"Allmon, Zach",35,5,16,1,4,3,3,1,12,2,1,1,3,3,14
3,Regular 3,Danang-Dragons,Hanoi-Buffalos,77,"Vo-Van, Thanh",26,2,9,2,4,0,0,0,0,4,3,0,2,1,6
4,Regular 3,Danang-Dragons,Hanoi-Buffalos,10,"Thinh Tran, Tien",23,5,5,1,1,1,1,0,5,0,2,0,3,3,12
5,Regular 3,Danang-Dragons,Hanoi-Buffalos,68,"Dai, Dam-Huy",22,5,9,3,6,0,0,1,1,2,0,0,4,0,13
6,Regular 3,Danang-Dragons,Hanoi-Buffalos,14,"Huynh, Khang",12,0,1,0,0,0,0,1,3,0,0,0,1,0,0
7,Regular 3,Danang-Dragons,Hanoi-Buffalos,29,"Quang, Phuc-Tran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 3,Danang-Dragons,Hanoi-Buffalos,6,"Tran, Bao-Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 3,Hanoi-Buffalos,Danang-Dragons,9,"Bell, Michael",38,10,19,2,6,1,4,4,12,2,0,3,1,3,23
1,Regular 3,Hanoi-Buffalos,Danang-Dragons,4,"Nguyen, Vincent",37,5,8,4,5,2,5,0,9,3,3,0,4,1,16
2,Regular 3,Hanoi-Buffalos,Danang-Dragons,24,"Nguyen, Stefan",35,8,17,1,3,5,12,2,3,4,3,0,3,3,22
3,Regular 3,Hanoi-Buffalos,Danang-Dragons,14,"Tu-Le, Ngoc",30,2,6,1,3,6,8,0,2,1,2,1,1,5,11
4,Regular 3,Hanoi-Buffalos,Danang-Dragons,1,"Dinh-Tien, Cong",30,3,6,1,3,0,0,1,3,2,0,0,4,1,7
5,Regular 3,Hanoi-Buffalos,Danang-Dragons,7,"Nguyen, Duong",18,1,4,0,2,2,2,1,2,2,1,0,2,3,4
6,Regular 3,Hanoi-Buffalos,Danang-Dragons,11,"Doan, Tung",6,1,1,1,1,0,0,1,1,1,1,0,1,1,3
7,Regular 3,Hanoi-Buffalos,Danang-Dragons,13,"Pham, Tung",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,Regular 3,Hanoi-Buffalos,Danang-Dragons,10,"Ngoc, Tran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Hochiminh-City-Wings,Saigon-Heat,2,"Nguyen, Henry",40,3,6,2,5,2,2,0,5,4,1,0,3,5,10
1,Regular 4,Hochiminh-City-Wings,Saigon-Heat,4,"Doggett, Quinton",39,13,25,0,0,13,18,8,7,1,0,2,4,2,39
2,Regular 4,Hochiminh-City-Wings,Saigon-Heat,7,"Nguyen-Huynh, Hai",26,5,14,1,8,0,0,1,2,2,1,0,5,2,11
3,Regular 4,Hochiminh-City-Wings,Saigon-Heat,25,"Le-Cong-Tuan, Anh",19,4,5,0,0,1,1,2,1,1,1,2,3,0,9
4,Regular 4,Hochiminh-City-Wings,Saigon-Heat,1,"Nguyen-Quoc, Thanh",19,1,6,1,3,0,0,0,2,0,0,0,3,0,3
5,Regular 4,Hochiminh-City-Wings,Saigon-Heat,23,"Tran Vien, Huan",16,3,6,0,0,1,2,1,2,0,0,1,3,0,7
6,Regular 4,Hochiminh-City-Wings,Saigon-Heat,14,"Nguyen-Ky, Quan",15,3,3,1,1,1,4,0,0,0,0,0,5,1,8
7,Regular 4,Hochiminh-City-Wings,Saigon-Heat,15,"Le-Tran-Dang, Huynh",9,1,4,0,1,0,0,0,3,1,0,0,5,1,2
8,Regular 4,Hochiminh-City-Wings,Saigon-Heat,3,"Nguyen-Le-Quoc, Cuong",9,0,3,0,2,0,0,0,1,0,0,0,2,0,0
9,Regular 4,Hochiminh-City-Wings,Saigon-Heat,6,"Nguyen Thanh, Nhan",4,0,1,0,0,0,2,0,1,0,0,0,0,1,0
10,Regular 4,Hochiminh-City-Wings,Saigon-Heat,29,"Vu-Doan-Minh, Phuong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 4,Hochiminh-City-Wings,Saigon-Heat,22,"Cilia, Corey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Saigon-Heat,Hochiminh-City-Wings,3,"Nix, Tavarion",38,11,17,4,6,0,0,3,12,0,0,0,4,3,26
1,Regular 4,Saigon-Heat,Hochiminh-City-Wings,1,"Du-Minh, An",32,8,11,0,3,2,10,1,2,5,1,0,1,2,18
2,Regular 4,Saigon-Heat,Hochiminh-City-Wings,98,"Trieu-Han, Minh",32,4,8,4,8,1,3,1,4,4,0,0,1,1,13
3,Regular 4,Saigon-Heat,Hochiminh-City-Wings,8,"Tran-Dang, Khoa",27,3,10,1,6,10,15,0,5,7,2,0,5,2,17
4,Regular 4,Saigon-Heat,Hochiminh-City-Wings,0,"Hong-Gia, Lan",24,7,15,4,6,2,5,2,2,1,2,0,2,0,20
5,Regular 4,Saigon-Heat,Hochiminh-City-Wings,34,"Waale, Tim",19,3,5,0,0,4,4,2,3,0,1,0,5,1,10
6,Regular 4,Saigon-Heat,Hochiminh-City-Wings,33,"Tran-Vu, Linh",12,0,0,0,0,0,0,1,1,1,0,0,4,0,0
7,Regular 4,Saigon-Heat,Hochiminh-City-Wings,9,"Huy, Hoan-Vo",9,1,4,0,1,0,0,2,1,0,0,0,1,1,2
8,Regular 4,Saigon-Heat,Hochiminh-City-Wings,11,"Vo-Kim-Ban, Duc",2,0,1,0,0,0,0,0,0,0,0,0,3,1,0
9,Regular 4,Saigon-Heat,Hochiminh-City-Wings,7,"Tran-Dang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 4,Saigon-Heat,Hochiminh-City-Wings,24,"Nguyen-Truong, Nhut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Can-Tho-Catfish,Danang-Dragons,17,"Hamilton, DeAngelo",39,14,23,1,5,6,11,10,13,2,3,3,1,3,35
1,Regular 4,Can-Tho-Catfish,Danang-Dragons,11,"Dinh-Thanh, Sang",31,6,11,2,5,0,0,0,6,5,3,0,3,1,14
2,Regular 4,Can-Tho-Catfish,Danang-Dragons,23,"Dinh-Thanh, Tam",31,5,15,1,8,0,0,2,5,2,0,0,1,2,11
3,Regular 4,Can-Tho-Catfish,Danang-Dragons,0,"Nguycn-Phu, Hoang",30,4,18,0,9,0,0,4,1,7,0,0,1,3,8
4,Regular 4,Can-Tho-Catfish,Danang-Dragons,65,"Le-Hieu, Thanh",30,2,10,1,6,0,0,2,4,1,4,0,3,1,5
5,Regular 4,Can-Tho-Catfish,Danang-Dragons,56,"Phcm-Duy, Hcu",10,2,5,0,1,2,4,0,1,0,0,0,4,0,6
6,Regular 4,Can-Tho-Catfish,Danang-Dragons,52,"Nguycn-Hoang, TU",9,1,3,0,2,0,0,1,0,1,0,0,0,0,2
7,Regular 4,Can-Tho-Catfish,Danang-Dragons,12,"Nguycn-Hucnh, Vinh",7,2,4,0,0,0,0,0,1,0,0,0,1,1,4
8,Regular 4,Can-Tho-Catfish,Danang-Dragons,1,"Tang-Minh, Tri",5,1,1,1,1,0,0,0,0,1,1,0,0,0,3
9,Regular 4,Can-Tho-Catfish,Danang-Dragons,7,"Du-Qucc, Tai",3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10,Regular 4,Can-Tho-Catfish,Danang-Dragons,8,"Tran-Nguycn, D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Danang-Dragons,Can-Tho-Catfish,23,"Allmon, Zach",39,15,22,0,1,1,2,5,13,0,1,0,4,6,31
1,Regular 4,Danang-Dragons,Can-Tho-Catfish,20,"Dierker, Chris",37,11,22,2,4,3,3,2,6,3,1,0,4,2,27
2,Regular 4,Danang-Dragons,Can-Tho-Catfish,0,"Nguyen, Horace",37,3,11,0,5,2,2,0,6,3,1,0,1,7,8
3,Regular 4,Danang-Dragons,Can-Tho-Catfish,77,"Vo-Van, Thanh",36,3,8,3,6,0,0,0,3,4,1,0,1,2,9
4,Regular 4,Danang-Dragons,Can-Tho-Catfish,68,"Dai, Dam-Huy",32,0,6,0,5,3,3,0,4,1,1,0,0,1,3
5,Regular 4,Danang-Dragons,Can-Tho-Catfish,14,"Huynh, Khang",10,0,1,0,0,0,0,1,1,2,0,0,1,0,0
6,Regular 4,Danang-Dragons,Can-Tho-Catfish,6,"Tran, Bao-Nguyen",4,0,2,0,1,0,0,1,0,0,0,0,0,0,0
7,Regular 4,Danang-Dragons,Can-Tho-Catfish,29,"Quang, Phuc-Tran",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Regular 4,Can-Tho-Catfish,Danang-Dragons,17,"Hamilton, DeAngelo",31,9,13,0,2,4,6,4,10,4,1,4,2,2,22
1,Regular 4,Can-Tho-Catfish,Danang-Dragons,11,"Dinh-Thanh, Sang",30,8,13,4,6,1,2,2,4,7,0,0,1,0,21
2,Regular 4,Can-Tho-Catfish,Danang-Dragons,0,"Nguycn-Phu, Hoang",28,7,16,3,9,3,4,2,3,5,6,0,0,1,20
3,Regular 4,Can-Tho-Catfish,Danang-Dragons,65,"Le-Hieu, Thanh",25,7,11,5,9,1,1,0,1,3,1,0,1,0,20
4,Regular 4,Can-Tho-Catfish,Danang-Dragons,23,"Dinh-Thanh, Tam",23,2,6,2,5,0,0,0,1,3,1,1,2,2,6
5,Regular 4,Can-Tho-Catfish,Danang-Dragons,12,"Nguycn-Hucnh, Vinh",20,4,9,0,0,0,0,1,0,1,0,0,1,0,8
6,Regular 4,Can-Tho-Catfish,Danang-Dragons,56,"Phcm-Duy, Hcu",12,4,7,0,2,0,0,0,0,4,1,0,4,1,8
7,Regular 4,Can-Tho-Catfish,Danang-Dragons,1,"Tang-Minh, Tri",10,1,3,1,3,0,0,0,1,0,0,0,1,1,3
8,Regular 4,Can-Tho-Catfish,Danang-Dragons,7,"Du-Qucc, Tai",7,0,1,0,0,0,0,0,0,0,0,0,0,2,0
9,Regular 4,Can-Tho-Catfish,Danang-Dragons,52,"Nguycn-Hoang, TU",6,1,1,0,0,1,1,0,0,0,1,0,0,0,3
10,Regular 4,Can-Tho-Catfish,Danang-Dragons,8,"Tran-Nguycn, D",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,Regular 4,Danang-Dragons,Can-Tho-Catfish,0,"Nguyen, Horace",39,1,13,1,11,2,2,1,5,7,0,0,4,3,5
1,Regular 4,Danang-Dragons,Can-Tho-Catfish,23,"Allmon, Zach",37,11,20,1,3,1,2,3,8,3,2,0,2,3,24
2,Regular 4,Danang-Dragons,Can-Tho-Catfish,20,"Dierker, Chris",37,8,17,0,1,6,11,3,7,2,0,2,1,2,22
3,Regular 4,Danang-Dragons,Can-Tho-Catfish,77,"Vo-Van, Thanh",30,5,12,4,9,0,0,0,1,4,4,0,2,4,14
4,Regular 4,Danang-Dragons,Can-Tho-Catfish,68,"Dai, Dam-Huy",23,2,7,2,5,0,0,3,1,1,0,0,3,4,6
5,Regular 4,Danang-Dragons,Can-Tho-Catfish,10,"Thinh Tran, Tien",22,2,3,1,1,0,0,0,1,0,0,0,0,3,5
6,Regular 4,Danang-Dragons,Can-Tho-Catfish,14,"Huynh, Khang",4,1,1,0,0,0,0,0,0,0,0,0,0,0,2
7,Regular 4,Danang-Dragons,Can-Tho-Catfish,29,"Quang, Phuc-Tran",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 4,Danang-Dragons,Can-Tho-Catfish,19,"Dang-Quang, Vinh",1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
