,ROUND,TEAM,OPP,#,NAME,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TO,PF,PTS
9,Regular 1,Thang-Long-Warriors,Can-Tho-Catfish,21,"Hoang The, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 1,Thang-Long-Warriors,Can-Tho-Catfish,1,"Doan Nhat, Quang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 1,Thang-Long-Warriors,Can-Tho-Catfish,18,"Pham Thanh, Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 1,Danang-Dragons,Hochiminh-City-Wings,23,"Allmon, Zach",40,12,21,0,2,3,5,4,7,2,1,3,1,4,27
1,Regular 1,Danang-Dragons,Hochiminh-City-Wings,20,"Dierker, Chris",37,10,23,0,2,7,11,10,9,1,1,2,2,1,27
2,Regular 1,Danang-Dragons,Hochiminh-City-Wings,68,"Dai, Dam Huy",32,2,7,0,3,0,2,1,3,0,0,0,1,1,4
3,Regular 1,Danang-Dragons,Hochiminh-City-Wings,77,"Vo Van, Thanh",27,1,9,0,4,0,0,0,2,2,0,0,5,1,2
4,Regular 1,Danang-Dragons,Hochiminh-City-Wings,10,"Thinh Tran, Tien",27,0,1,0,1,0,0,0,1,3,1,0,2,1,0
5,Regular 1,Danang-Dragons,Hochiminh-City-Wings,12,"Nguyen, Tuan",26,6,12,3,8,0,0,0,2,1,2,1,3,3,15
6,Regular 1,Danang-Dragons,Hochiminh-City-Wings,14,"Huynh, Khang",3,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7,Regular 1,Danang-Dragons,Hochiminh-City-Wings,6,"Tran, Bao Nguyen",2,1,1,0,0,0,0,0,0,0,0,0,2,0,2
8,Regular 1,Danang-Dragons,Hochiminh-City-Wings,19,"Dang Quang, Vinh",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,Regular 1,Danang-Dragons,Hochiminh-City-Wings,29,"Quang, Phuc Tran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 1,Hochiminh-City-Wings,Danang-Dragons,4,"Doggett, Quinton",40,8,24,0,3,6,9,1,15,0,2,2,1,1,22
1,Regular 1,Hochiminh-City-Wings,Danang-Dragons,7,"Nguyen Huynh, Hai",36,6,15,3,8,0,0,0,3,3,1,0,1,2,15
2,Regular 1,Hochiminh-City-Wings,Danang-Dragons,2,"Nguyen, Henry",34,2,8,2,5,2,2,1,2,2,4,1,5,2,8
3,Regular 1,Hochiminh-City-Wings,Danang-Dragons,15,"Le-Tran-Dang, Huynh",25,4,8,0,2,0,0,0,0,0,0,0,0,0,8
4,Regular 1,Hochiminh-City-Wings,Danang-Dragons,25,"Le-Cong-Tuan, Anh",24,5,8,0,0,2,6,1,2,0,1,1,3,0,12
5,Regular 1,Hochiminh-City-Wings,Danang-Dragons,1,"Nguyen-Quoc, Thanh",15,1,3,0,0,2,2,0,2,0,0,0,1,0,4
6,Regular 1,Hochiminh-City-Wings,Danang-Dragons,14,"Nguyen-Ky, Quan",12,1,3,0,0,4,4,3,0,1,0,0,1,1,6
7,Regular 1,Hochiminh-City-Wings,Danang-Dragons,6,"Nguyen Thanh, Nhan",7,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8,Regular 1,Hochiminh-City-Wings,Danang-Dragons,29,"Vu-Doan-Minh, Phuong",4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
9,Regular 1,Hochiminh-City-Wings,Danang-Dragons,20,"Cao-Dac, Luan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 1,Hochiminh-City-Wings,Danang-Dragons,12,"Dao-Lap, Xuan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 1,Hanoi-Buffalos,Saigon-Heat,9,"Bell, Michael",39,6,13,1,2,1,4,1,16,6,0,3,2,3,14
1,Regular 1,Hanoi-Buffalos,Saigon-Heat,4,"Nguyen, Vincent",37,1,7,1,5,5,5,0,3,6,1,0,3,2,8
2,Regular 1,Hanoi-Buffalos,Saigon-Heat,3,"Nguyen Thanh, Dat",29,6,10,4,8,0,0,0,1,4,3,0,0,5,16
3,Regular 1,Hanoi-Buffalos,Saigon-Heat,14,"Tu-Le, Ngoc",29,4,11,1,3,4,5,1,1,1,2,0,5,3,13
4,Regular 1,Hanoi-Buffalos,Saigon-Heat,7,"Nguyen, Duong",24,2,6,2,6,1,2,3,2,1,1,0,1,2,7
5,Regular 1,Hanoi-Buffalos,Saigon-Heat,1,"Dinh Tien, Cong",18,6,8,3,4,4,4,1,1,3,0,0,5,2,19
6,Regular 1,Hanoi-Buffalos,Saigon-Heat,11,"Doan, Tung",9,1,2,0,0,3,4,0,2,0,0,0,1,2,5
7,Regular 1,Hanoi-Buffalos,Saigon-Heat,98,"Kien, Pham Duc",2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8,Regular 1,Hanoi-Buffalos,Saigon-Heat,21,"Trung, Hieu Ngo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 1,Hanoi-Buffalos,Saigon-Heat,24,"Nguyen, Stefan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 1,Hanoi-Buffalos,Saigon-Heat,10,"Ngoc, Tran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 1,Hanoi-Buffalos,Saigon-Heat,13,"Pham, Tung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 1,Saigon-Heat,Hanoi-Buffalos,8,"Tran-Dang, Khoa",40,9,21,4,10,2,3,1,5,5,5,0,4,4,24
1,Regular 1,Saigon-Heat,Hanoi-Buffalos,3,"Nix, Tavarion",38,12,22,2,5,6,9,5,10,4,5,0,3,4,32
2,Regular 1,Saigon-Heat,Hanoi-Buffalos,98,"Trieu-Han, Minh",33,6,13,4,8,0,0,1,3,2,1,0,1,0,16
3,Regular 1,Saigon-Heat,Hanoi-Buffalos,1,"Du-Minh, An",30,4,7,1,3,2,2,0,5,2,3,0,4,3,11
4,Regular 1,Saigon-Heat,Hanoi-Buffalos,34,"Waale, Tim",30,0,3,0,0,2,2,3,1,0,0,0,4,3,2
5,Regular 1,Saigon-Heat,Hanoi-Buffalos,9,"Huy, Hoan-Vo",12,3,5,1,2,2,2,0,0,0,2,0,2,2,9
6,Regular 1,Saigon-Heat,Hanoi-Buffalos,33,"Tran-Vu, Linh",7,1,1,0,0,0,0,0,1,0,0,0,2,0,2
7,Regular 1,Saigon-Heat,Hanoi-Buffalos,77,"Huynh-Vinh, Quang",4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
8,Regular 1,Saigon-Heat,Hanoi-Buffalos,11,"Vo Kim Ban, Duc",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 1,Saigon-Heat,Hanoi-Buffalos,0,"Hong-Gia, Lan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 1,Hochiminh-City-Wings,Saigon-Heat,4,"Doggett, Quinton",40,12,23,1,4,5,6,2,10,0,0,0,6,1,30
1,Regular 1,Hochiminh-City-Wings,Saigon-Heat,2,"Nguyen, Henry",40,8,10,4,4,0,0,0,3,4,2,0,4,3,20
2,Regular 1,Hochiminh-City-Wings,Saigon-Heat,25,"Le Cong Tuan, Anh",30,6,10,0,0,0,0,3,5,0,0,0,1,3,12
3,Regular 1,Hochiminh-City-Wings,Saigon-Heat,7,"Nguyen Huynh, Hai",27,1,8,0,4,0,0,0,0,0,0,1,3,4,2
4,Regular 1,Hochiminh-City-Wings,Saigon-Heat,1,"Nguyen Quoc, Thanh",23,4,7,0,0,0,0,0,2,0,2,0,0,1,8
5,Regular 1,Hochiminh-City-Wings,Saigon-Heat,14,"Nguyen Ky, Quan",17,1,3,1,3,0,0,0,0,0,0,0,0,4,3
6,Regular 1,Hochiminh-City-Wings,Saigon-Heat,15,"Le Tran Dang, Huynh",12,1,3,0,0,0,0,0,2,0,0,0,1,2,2
7,Regular 1,Hochiminh-City-Wings,Saigon-Heat,29,"Vu Doan Minh, Phuong",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 1,Hochiminh-City-Wings,Saigon-Heat,6,"Nguyen Thanh, Nhan",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,Regular 1,Hochiminh-City-Wings,Saigon-Heat,12,"Dao Lap, Xuan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 1,Hochiminh-City-Wings,Saigon-Heat,13,"Nguyen Thanh, Phat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 1,Hochiminh-City-Wings,Saigon-Heat,8,"Vo Duy, Trong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 1,Saigon-Heat,Hochiminh-City-Wings,3,"Nix, Tavarion",40,8,14,2,4,3,4,4,5,4,1,3,1,1,21
1,Regular 1,Saigon-Heat,Hochiminh-City-Wings,8,"Tran Dang, Khoa",32,8,18,3,6,9,12,0,7,2,3,0,2,3,28
2,Regular 1,Saigon-Heat,Hochiminh-City-Wings,1,"Du Minh, An",30,3,8,2,3,0,0,0,2,1,2,0,1,2,8
3,Regular 1,Saigon-Heat,Hochiminh-City-Wings,98,"Trieu Han, Minh",26,6,16,2,9,2,2,2,0,1,1,0,0,3,16
4,Regular 1,Saigon-Heat,Hochiminh-City-Wings,34,"Waale, Tim",24,1,4,0,0,1,1,6,3,0,0,0,0,1,3
5,Regular 1,Saigon-Heat,Hochiminh-City-Wings,0,"Hong Gia, Lan",22,1,6,0,1,1,2,1,0,1,2,0,1,1,3
6,Regular 1,Saigon-Heat,Hochiminh-City-Wings,11,"Vo Kim Ban, Duc",12,2,7,0,3,0,0,2,1,0,1,0,1,0,4
7,Regular 1,Saigon-Heat,Hochiminh-City-Wings,33,"Tran Vu, Linh",7,0,1,0,0,0,0,2,0,0,0,0,0,1,0
8,Regular 1,Saigon-Heat,Hochiminh-City-Wings,9,"Huy, Hoan Vo",3,1,2,1,2,0,0,1,0,0,0,0,0,0,3
9,Regular 1,Saigon-Heat,Hochiminh-City-Wings,7,"Tran Dang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 1,Saigon-Heat,Hochiminh-City-Wings,77,"Huynh Vinh, Quang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 1,Saigon-Heat,Hochiminh-City-Wings,24,"Nguyen Truong, Nhut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 2,Can-Tho-Catfish,Saigon-Heat,17,"Hamilton, DeAngelo",36,7,18,2,5,4,5,3,6,1,3,4,3,1,20
1,Regular 2,Can-Tho-Catfish,Saigon-Heat,11,"Dinh-Thanh, Sang",35,3,11,0,5,2,2,0,3,2,3,0,1,1,8
2,Regular 2,Can-Tho-Catfish,Saigon-Heat,23,"Dinh-Thanh, Tam",34,7,17,1,6,1,2,3,3,1,4,0,2,1,16
3,Regular 2,Can-Tho-Catfish,Saigon-Heat,65,"Le-Hieu, Thanh",25,4,10,0,6,2,2,1,4,0,2,0,2,3,10
4,Regular 2,Can-Tho-Catfish,Saigon-Heat,0,"Nguycn-Phu, Hoang",24,3,9,1,5,2,2,1,1,0,1,0,1,6,9
5,Regular 2,Can-Tho-Catfish,Saigon-Heat,56,"Phcm-Duy, Hcu",10,2,2,0,0,0,0,0,0,2,0,0,1,1,4
6,Regular 2,Can-Tho-Catfish,Saigon-Heat,12,"Nguycn-Hucnh, Vinh",9,1,1,0,0,0,0,1,0,0,0,0,0,1,2
7,Regular 2,Can-Tho-Catfish,Saigon-Heat,52,"Nguycn-Hoang, TU",8,1,4,0,0,0,0,1,0,0,0,0,1,0,2
8,Regular 2,Can-Tho-Catfish,Saigon-Heat,7,"Du-Qucc, Tai",8,0,0,0,0,0,0,1,1,0,1,0,2,1,0
9,Regular 2,Can-Tho-Catfish,Saigon-Heat,1,"Tang-Minh, Tri",6,1,2,1,1,0,0,0,2,0,0,0,0,1,3
10,Regular 2,Can-Tho-Catfish,Saigon-Heat,8,"Tran Nguycn, D",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,Regular 2,Saigon-Heat,Can-Tho-Catfish,3,"Nix, Tavarion",39,7,15,1,3,3,4,5,10,1,1,0,4,4,18
1,Regular 2,Saigon-Heat,Can-Tho-Catfish,8,"Tran Dang, Khoa",37,6,14,4,6,0,0,4,6,4,1,0,2,10,16
2,Regular 2,Saigon-Heat,Can-Tho-Catfish,98,"Trieu Han, Minh",30,5,14,4,7,4,4,0,4,3,4,0,1,3,18
3,Regular 2,Saigon-Heat,Can-Tho-Catfish,34,"Waale, Tim",28,3,7,0,0,4,7,2,4,0,0,0,4,3,10
4,Regular 2,Saigon-Heat,Can-Tho-Catfish,1,"Du-Minh, An",28,3,7,1,3,0,0,2,1,3,2,0,2,0,7
5,Regular 2,Saigon-Heat,Can-Tho-Catfish,0,"Hong Gia, Lan",15,5,9,3,6,0,0,0,1,1,2,0,0,0,13
6,Regular 2,Saigon-Heat,Can-Tho-Catfish,33,"Tran Vu, Linh",10,1,3,0,1,0,0,0,2,3,0,0,0,1,2
7,Regular 2,Saigon-Heat,Can-Tho-Catfish,11,"Vo-Kim-Ban, Duc",6,2,5,1,2,0,0,1,1,0,0,0,2,1,5
8,Regular 2,Saigon-Heat,Can-Tho-Catfish,7,"Tran Dang, Hien",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 2,Saigon-Heat,Can-Tho-Catfish,24,"Nguyen Truong, Nhut",1,0,2,0,0,0,0,0,0,0,2,0,0,0,0
10,Regular 2,Saigon-Heat,Can-Tho-Catfish,77,"Huynh Vinh, Quang",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,Regular 2,Saigon-Heat,Can-Tho-Catfish,9,"Huy, Hoan-Vo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 2,Danang-Dragons,Hochiminh-City-Wings,23,"Allmon, Zach",37,7,19,0,0,5,12,8,11,2,1,1,4,0,19
1,Regular 2,Danang-Dragons,Hochiminh-City-Wings,20,"Dierker, Chris",35,8,15,2,4,2,5,3,9,5,4,0,3,0,20
2,Regular 2,Danang-Dragons,Hochiminh-City-Wings,0,"Nguyen, Horace",33,3,6,3,5,0,0,1,0,3,2,0,2,4,9
3,Regular 2,Danang-Dragons,Hochiminh-City-Wings,77,"Vo-Van, Thanh",27,4,8,3,6,0,2,2,1,4,1,0,2,1,11
4,Regular 2,Danang-Dragons,Hochiminh-City-Wings,12,"Nguyen, Tuan",25,5,13,1,5,1,1,0,3,1,1,0,2,1,12
5,Regular 2,Danang-Dragons,Hochiminh-City-Wings,10,"Thinh Tran, Tien",20,1,2,1,2,2,6,0,3,2,1,0,2,1,5
6,Regular 2,Danang-Dragons,Hochiminh-City-Wings,68,"Dai, Dam-Huy",10,0,3,0,2,0,0,0,1,1,0,0,0,0,0
7,Regular 2,Danang-Dragons,Hochiminh-City-Wings,29,"Quang, Phuc-Tran",1,1,1,0,0,0,0,0,0,0,0,0,1,0,2
8,Regular 2,Danang-Dragons,Hochiminh-City-Wings,6,"Tran, Bao Nguyen",1,0,0,0,0,1,2,0,0,1,0,0,1,0,1
9,Regular 2,Danang-Dragons,Hochiminh-City-Wings,14,"Huynh, Khang",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Regular 2,Danang-Dragons,Hochiminh-City-Wings,19,"Dang-Quang, Vinh",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 2,Hochiminh-City-Wings,Danang-Dragons,4,"Doggett, Quinton",36,12,22,0,1,8,14,5,11,1,1,1,2,3,32
1,Regular 2,Hochiminh-City-Wings,Danang-Dragons,2,"Nguyen, Henry",36,7,13,4,8,3,4,3,6,2,1,1,4,0,21
2,Regular 2,Hochiminh-City-Wings,Danang-Dragons,22,"Cilia, Corey",35,4,13,0,5,1,2,0,3,3,3,0,1,1,9
3,Regular 2,Hochiminh-City-Wings,Danang-Dragons,7,"Nguyen-Huynh, Hai",29,2,9,0,2,1,2,1,2,3,0,0,4,4,5
4,Regular 2,Hochiminh-City-Wings,Danang-Dragons,25,"Le-Cong-Tuan, Anh",18,1,2,0,0,0,0,0,3,0,0,0,5,5,2
5,Regular 2,Hochiminh-City-Wings,Danang-Dragons,6,"Nguyen-Quoc, Thanh",14,0,2,0,0,0,0,0,1,0,0,0,3,1,0
6,Regular 2,Hochiminh-City-Wings,Danang-Dragons,1,"Nguyen Qucc, Thai",10,0,1,0,1,0,0,1,0,2,0,0,0,1,0
7,Regular 2,Hochiminh-City-Wings,Danang-Dragons,14,"Nguyen-Ky, Quan",8,0,0,0,0,0,2,2,0,1,0,0,3,2,0
8,Regular 2,Hochiminh-City-Wings,Danang-Dragons,3,"Nguyen-Le-Quoc, Cuong",7,1,3,1,3,0,0,1,1,0,0,0,1,1,3
9,Regular 2,Hochiminh-City-Wings,Danang-Dragons,29,"Vu-Doan-Minh, Phuong",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10,Regular 2,Hochiminh-City-Wings,Danang-Dragons,15,"Le-Tran-Dang, Huynh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 2,Hanoi-Buffalos,Thang-Long-Warriors,9,"Bell, Michael",40,6,15,3,4,3,6,5,12,0,2,4,2,7,18
1,Regular 2,Hanoi-Buffalos,Thang-Long-Warriors,4,"Nguyen, Vincent",34,3,6,2,4,6,8,0,7,3,3,0,1,2,14
2,Regular 2,Hanoi-Buffalos,Thang-Long-Warriors,24,"Nguyen, Stefan",32,3,12,0,4,0,0,0,2,5,1,0,3,8,6
3,Regular 2,Hanoi-Buffalos,Thang-Long-Warriors,14,"Tu-Le, Ngoc",28,2,8,0,2,4,5,1,4,0,3,0,1,2,8
4,Regular 2,Hanoi-Buffalos,Thang-Long-Warriors,7,"Nguyen, Duong",28,1,4,0,2,0,0,1,3,0,0,0,2,3,2
5,Regular 2,Hanoi-Buffalos,Thang-Long-Warriors,3,"Nguyen Thanh, Dat",18,2,4,0,2,1,1,2,3,0,0,0,1,5,5
6,Regular 2,Hanoi-Buffalos,Thang-Long-Warriors,1,"Dinh-Tien, Cong",11,4,5,1,2,0,2,0,1,1,1,0,5,2,9
7,Regular 2,Hanoi-Buffalos,Thang-Long-Warriors,11,"Doan, Tung",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,Regular 2,Hanoi-Buffalos,Thang-Long-Warriors,98,"Kien, Pham Duc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 2,Hanoi-Buffalos,Thang-Long-Warriors,10,"Ngoc, Tran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 2,Hanoi-Buffalos,Thang-Long-Warriors,13,"Pham, Tung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,20,"Hill, Jaywuan",40,11,28,2,10,0,2,11,5,2,0,0,2,1,24
1,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,12,"Young, Justin",38,6,21,0,3,0,2,4,7,3,3,1,4,3,12
2,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,6,"Truong-Hoang, Trung",31,2,8,0,3,2,2,2,1,2,5,0,5,2,6
3,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,5,"To-Quang, Trung",26,5,18,2,10,3,5,1,1,0,2,0,0,1,15
4,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,7,"Dang-Thai, Hung",21,1,2,0,0,0,0,2,3,1,1,1,2,2,2
5,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,11,"Ngo-Tuan, Trung",16,0,2,0,2,0,0,0,1,1,2,0,5,3,0
6,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,9,"Do-Xuan, Nam",13,2,5,0,2,0,1,0,1,0,1,0,0,1,4
7,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,14,"Bui-Thai, HA",11,0,1,0,0,0,0,1,1,1,1,0,3,2,0
8,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,21,"Hoang-The, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,1,"Doan-Nhat, Quang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,8,"Le, Ryan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 2,Thang-Long-Warriors,Hanoi-Buffalos,18,"Pham-Thanh, Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 2,Hanoi-Buffalos,Hochiminh-City-Wings,9,"Bell, Michael",36,8,14,0,2,4,4,5,12,3,5,4,0,1,20
1,Regular 2,Hanoi-Buffalos,Hochiminh-City-Wings,4,"Nguyen, Vincent",31,3,9,1,6,0,0,1,2,1,1,0,1,1,7
2,Regular 2,Hanoi-Buffalos,Hochiminh-City-Wings,1,"Dinh Tien, Cong",27,1,6,0,2,2,2,0,6,0,0,0,2,3,4
3,Regular 2,Hanoi-Buffalos,Hochiminh-City-Wings,24,"Nguyen, Stefan",26,9,14,2,3,2,2,1,2,0,0,0,3,3,22
4,Regular 2,Hanoi-Buffalos,Hochiminh-City-Wings,14,"Tu Le, Ngoc",23,4,8,1,2,1,1,1,1,1,2,0,0,1,10
5,Regular 2,Hanoi-Buffalos,Hochiminh-City-Wings,7,"Nguyen, Duong",20,1,6,0,3,3,4,2,2,0,0,0,2,0,5
6,Regular 2,Hanoi-Buffalos,Hochiminh-City-Wings,3,"Nguyen Thanh, Dat",18,6,11,1,5,5,11,3,1,2,3,0,4,2,18
7,Regular 2,Hanoi-Buffalos,Hochiminh-City-Wings,98,"Kien, Pham Duc",5,1,2,0,0,0,0,0,0,0,0,0,1,0,2
8,Regular 2,Hanoi-Buffalos,Hochiminh-City-Wings,13,"Pham, Tung",5,0,0,0,0,0,0,0,1,1,0,0,1,1,0
9,Regular 2,Hanoi-Buffalos,Hochiminh-City-Wings,11,"Doan, Tung",4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,4,"Doggett, Quinton",34,8,20,0,0,2,4,3,10,3,1,1,0,4,18
1,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,22,"Cilia, Corey",31,6,13,3,8,0,0,0,1,1,2,0,4,2,15
2,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,2,"Nguyen, Henry",31,4,9,4,5,2,2,1,2,2,2,0,4,1,14
3,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,7,"Nguyen Huynh, Hai",23,1,4,0,3,0,0,0,4,1,0,0,2,4,2
4,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,25,"Le-Cong-Tuan, Anh",15,0,4,0,0,2,2,0,1,0,0,0,2,0,2
5,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,6,"Nguyen-Quoc, Thanh",15,1,4,0,0,0,0,1,0,2,0,0,1,2,2
6,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,3,"Nguyen Le Quoc, Cuong",12,1,3,0,2,0,0,0,2,1,1,0,3,1,2
7,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,1,"Nguyen Qucc, Thai",9,2,4,0,2,0,0,1,0,0,0,0,4,1,4
8,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,29,"Vu-Doan-Minh, Phuong",8,0,0,0,0,0,2,0,1,0,1,0,0,0,0
9,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,14,"Nguyen-Ky, Quan",7,0,2,0,0,2,2,0,0,0,0,0,1,0,2
10,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,23,"Tran Vien, Huan",5,0,2,0,0,1,2,0,0,0,0,0,2,0,1
11,Regular 2,Hochiminh-City-Wings,Hanoi-Buffalos,15,"Le-Tran-Dang, Huynh",4,0,1,0,1,0,0,0,0,0,0,0,1,2,0
0,Regular 2,Danang-Dragons,Thang-Long-Warriors,23,"Allmon, Zach",40,9,22,1,2,3,4,4,12,3,2,1,4,2,22
1,Regular 2,Danang-Dragons,Thang-Long-Warriors,20,"Dierker, Chris",39,9,21,0,1,0,2,5,10,1,1,1,0,3,18
2,Regular 2,Danang-Dragons,Thang-Long-Warriors,12,"Nguyen, Tuan",39,5,15,2,10,5,5,1,2,4,2,2,2,3,17
